section,customer_id,quarter,order_volume,revenue_gbp,lifetime_revenue_gbp,country,city,marketing_opt_in,email_domain
National,14713,Q2,2,540.03,2666.36,United Kingdom,Shrewsbury,True,gmail.com
National,14713,Q3,2,579.97,2666.36,United Kingdom,Shrewsbury,True,gmail.com
National,14713,Q4,2,636.75,2666.36,United Kingdom,Shrewsbury,True,gmail.com
National,14720,Q1,0,0.0,663.8100000000001,United Kingdom,Inverness,False,sky.com
National,14720,Q2,0,0.0,663.8100000000001,United Kingdom,Inverness,False,sky.com
National,14720,Q3,2,401.13,663.8100000000001,United Kingdom,Inverness,False,sky.com
National,14720,Q4,1,262.68,663.8100000000001,United Kingdom,Inverness,False,sky.com
National,14735,Q1,7,1289.65,6065.690000000001,United Kingdom,Cardiff,False,yahoo.co.uk
National,14735,Q2,10,1344.56,6065.690000000001,United Kingdom,Cardiff,False,yahoo.co.uk
National,14735,Q3,8,1460.84,6065.690000000001,United Kingdom,Cardiff,False,yahoo.co.uk
National,14735,Q4,6,1718.44,6065.690000000001,United Kingdom,Cardiff,False,yahoo.co.uk
National,14796,Q1,5,1608.98,8022.49,United Kingdom,Glasgow,False,btinternet.com
National,14796,Q2,3,1380.76,8022.49,United Kingdom,Glasgow,False,btinternet.com
National,14796,Q3,4,2574.81,8022.49,United Kingdom,Glasgow,False,btinternet.com
National,14796,Q4,3,1429.12,8022.49,United Kingdom,Glasgow,False,btinternet.com
National,14910,Q1,0,0.0,434.35,United Kingdom,Glasgow,False,sky.com
National,14910,Q2,0,0.0,434.35,United Kingdom,Glasgow,False,sky.com
National,14910,Q3,0,0.0,434.35,United Kingdom,Glasgow,False,sky.com
National,14910,Q4,4,434.35,434.35,United Kingdom,Glasgow,False,sky.com
National,14948,Q1,0,0.0,1101.97,United Kingdom,Liverpool,True,hotmail.co.uk
National,14948,Q2,1,278.4,1101.97,United Kingdom,Liverpool,True,hotmail.co.uk
National,14948,Q3,4,555.87,1101.97,United Kingdom,Liverpool,True,hotmail.co.uk
National,14948,Q4,1,267.7,1101.97,United Kingdom,Liverpool,True,hotmail.co.uk
National,15059,Q1,3,369.91,1337.72,United Kingdom,London,False,btinternet.com
National,15059,Q2,2,363.02,1337.72,United Kingdom,London,False,btinternet.com
National,15059,Q3,2,275.67,1337.72,United Kingdom,London,False,btinternet.com
National,15059,Q4,2,329.12,1337.72,United Kingdom,London,False,btinternet.com
National,15061,Q1,13,7042.299999999999,54534.14,United Kingdom,Leicester,False,cust15061-wholesale.co.uk
National,15061,Q2,7,5227.08,54534.14,United Kingdom,Leicester,False,cust15061-wholesale.co.uk
National,15061,Q3,9,8347.72,54534.14,United Kingdom,Leicester,False,cust15061-wholesale.co.uk
National,15061,Q4,7,13966.38,54534.14,United Kingdom,Leicester,False,cust15061-wholesale.co.uk
National,15073,Q1,0,0.0,1043.41,United Kingdom,London,True,gmail.com
National,15073,Q2,2,861.96,1043.41,United Kingdom,London,True,gmail.com
National,15073,Q3,0,0.0,1043.41,United Kingdom,London,True,gmail.com
National,15073,Q4,1,181.45,1043.41,United Kingdom,London,True,gmail.com
National,15078,Q1,4,1756.29,9743.11,United Kingdom,York,True,gmail.com
National,15078,Q2,6,1609.22,9743.11,United Kingdom,York,True,gmail.com
National,15078,Q3,10,3395.99,9743.11,United Kingdom,York,True,gmail.com
National,15078,Q4,8,2162.96,9743.11,United Kingdom,York,True,gmail.com
National,15093,Q1,2,1979.48,4597.02,United Kingdom,Bath,True,gmail.com
National,15093,Q2,1,793.47,4597.02,United Kingdom,Bath,True,gmail.com
National,15093,Q3,1,630.42,4597.02,United Kingdom,Bath,True,gmail.com
National,15093,Q4,1,569.9200000000001,4597.02,United Kingdom,Bath,True,gmail.com
National,15125,Q1,1,3840.88,11528.48,United Kingdom,Manchester,True,hotmail.co.uk
National,15125,Q2,7,4539.3,11528.48,United Kingdom,Manchester,True,hotmail.co.uk
National,15125,Q3,4,2415.3,11528.48,United Kingdom,Manchester,True,hotmail.co.uk
National,15125,Q4,3,733.0,11528.48,United Kingdom,Manchester,True,hotmail.co.uk
National,15156,Q1,0,0.0,961.49,United Kingdom,Belfast,False,yahoo.co.uk
National,15156,Q2,0,0.0,961.49,United Kingdom,Belfast,False,yahoo.co.uk
National,15156,Q3,0,0.0,961.49,United Kingdom,Belfast,False,yahoo.co.uk
National,15156,Q4,3,961.49,961.49,United Kingdom,Belfast,False,yahoo.co.uk
National,15164,Q1,1,173.39,843.05,United Kingdom,Bristol,False,btinternet.com
National,15164,Q2,1,194.79,843.05,United Kingdom,Bristol,False,btinternet.com
National,15164,Q3,0,0.0,843.05,United Kingdom,Bristol,False,btinternet.com
National,15164,Q4,1,474.87,843.05,United Kingdom,Bristol,False,btinternet.com
National,15179,Q1,1,1285.62,2206.95,United Kingdom,Bath,False,btinternet.com
National,15179,Q2,2,169.5,2206.95,United Kingdom,Bath,False,btinternet.com
National,15179,Q3,0,0.0,2206.95,United Kingdom,Bath,False,btinternet.com
National,15179,Q4,2,751.8299999999999,2206.95,United Kingdom,Bath,False,btinternet.com
National,15187,Q1,0,0.0,4777.18,United Kingdom,Manchester,False,sky.com
National,15187,Q2,2,1038.8,4777.18,United Kingdom,Manchester,False,sky.com
National,15187,Q3,6,1342.26,4777.18,United Kingdom,Manchester,False,sky.com
National,15187,Q4,8,2396.12,4777.18,United Kingdom,Manchester,False,sky.com
National,15189,Q1,8,2440.74,16225.39,United Kingdom,Birmingham,False,sky.com
National,15189,Q2,11,3878.69,16225.39,United Kingdom,Birmingham,False,sky.com
National,15189,Q3,14,6316.34,16225.39,United Kingdom,Birmingham,False,sky.com
National,15189,Q4,8,3589.62,16225.39,United Kingdom,Birmingham,False,sky.com
National,15213,Q1,2,328.35,328.35,United Kingdom,Truro,True,btinternet.com
National,15213,Q2,0,0.0,328.35,United Kingdom,Truro,True,btinternet.com
National,15213,Q3,0,0.0,328.35,United Kingdom,Truro,True,btinternet.com
National,15213,Q4,0,0.0,328.35,United Kingdom,Truro,True,btinternet.com
National,15218,Q1,2,1109.51,5756.889999999999,United Kingdom,Manchester,True,btinternet.com
National,15218,Q2,2,1338.09,5756.889999999999,United Kingdom,Manchester,True,btinternet.com
National,15218,Q3,5,2198.31,5756.889999999999,United Kingdom,Manchester,True,btinternet.com
National,15218,Q4,2,1110.98,5756.889999999999,United Kingdom,Manchester,True,btinternet.com
National,15240,Q1,1,312.9,1706.57,United Kingdom,Glasgow,False,sky.com
National,15240,Q2,2,732.48,1706.57,United Kingdom,Glasgow,False,sky.com
National,15240,Q3,1,337.17,1706.57,United Kingdom,Glasgow,False,sky.com
National,15240,Q4,1,324.02,1706.57,United Kingdom,Glasgow,False,sky.com
National,15249,Q1,1,1001.82,6688.46,United Kingdom,Sheffield,True,btinternet.com
National,15249,Q2,4,1839.55,6688.46,United Kingdom,Sheffield,True,btinternet.com
National,15249,Q3,6,2797.97,6688.46,United Kingdom,Sheffield,True,btinternet.com
National,15249,Q4,2,1049.12,6688.46,United Kingdom,Sheffield,True,btinternet.com
National,15251,Q1,0,0.0,10484.99,United Kingdom,Nottingham,False,btinternet.com
National,15251,Q2,3,5489.2,10484.99,United Kingdom,Nottingham,False,btinternet.com
National,15251,Q3,5,4206.62,10484.99,United Kingdom,Nottingham,False,btinternet.com
National,15251,Q4,3,789.17,10484.99,United Kingdom,Nottingham,False,btinternet.com
National,15290,Q1,5,1160.38,7943.22,United Kingdom,Bath,True,outlook.com
National,15290,Q2,2,652.5899999999999,7943.22,United Kingdom,Bath,True,outlook.com
National,15290,Q3,5,2427.3,7943.22,United Kingdom,Bath,True,outlook.com
National,15290,Q4,5,3483.35,7943.22,United Kingdom,Bath,True,outlook.com
National,15296,Q1,1,1199.33,3672.86,United Kingdom,Manchester,False,gmail.com
National,15296,Q2,3,892.16,3672.86,United Kingdom,Manchester,False,gmail.com
National,15296,Q3,1,508.0,3672.86,United Kingdom,Manchester,False,gmail.com
National,15296,Q4,1,1073.37,3672.86,United Kingdom,Manchester,False,gmail.com
National,15311,Q1,22,16670.52,60767.9,United Kingdom,Leeds,True,cust15311-trading.co.uk
National,15311,Q2,18,17762.59,60767.9,United Kingdom,Leeds,True,cust15311-trading.co.uk
National,15311,Q3,21,11363.81,60767.9,United Kingdom,Leeds,True,cust15311-trading.co.uk
National,15311,Q4,21,12294.32,60767.9,United Kingdom,Leeds,True,cust15311-trading.co.uk
National,15356,Q1,1,254.19,2766.5,United Kingdom,Canterbury,True,hotmail.co.uk
National,15356,Q2,3,987.8399999999999,2766.5,United Kingdom,Canterbury,True,hotmail.co.uk
National,15356,Q3,3,1008.89,2766.5,United Kingdom,Canterbury,True,hotmail.co.uk
National,15356,Q4,1,150.04,2766.5,United Kingdom,Canterbury,True,hotmail.co.uk
National,15379,Q1,3,1562.47,3703.29,United Kingdom,Llandudno,False,hotmail.co.uk
National,15379,Q2,3,649.36,3703.29,United Kingdom,Llandudno,False,hotmail.co.uk
National,15379,Q3,0,0.0,3703.29,United Kingdom,Llandudno,False,hotmail.co.uk
National,15379,Q4,0,0.0,3703.29,United Kingdom,Llandudno,False,hotmail.co.uk
National,15400,Q1,1,346.1,716.2,United Kingdom,Sheffield,False,icloud.com
National,15400,Q2,1,112.7,716.2,United Kingdom,Sheffield,False,icloud.com
National,15400,Q3,3,257.4,716.2,United Kingdom,Sheffield,False,icloud.com
National,15400,Q4,0,0.0,716.2,United Kingdom,Sheffield,False,icloud.com
National,15468,Q1,0,0.0,467.51,United Kingdom,Glasgow,False,hotmail.co.uk
National,15468,Q2,0,0.0,467.51,United Kingdom,Glasgow,False,hotmail.co.uk
National,15468,Q3,0,0.0,467.51,United Kingdom,Glasgow,False,hotmail.co.uk
National,15468,Q4,2,467.51,467.51,United Kingdom,Glasgow,False,hotmail.co.uk
National,15502,Q1,1,1711.06,10384.93,United Kingdom,Nottingham,True,gmail.com
National,15502,Q2,0,0.0,10384.93,United Kingdom,Nottingham,True,gmail.com
National,15502,Q3,4,3635.57,10384.93,United Kingdom,Nottingham,True,gmail.com
National,15502,Q4,4,4108.9,10384.93,United Kingdom,Nottingham,True,gmail.com
National,15533,Q1,0,0.0,807.5699999999999,United Kingdom,Newquay,True,gmail.com
National,15533,Q2,0,0.0,807.5699999999999,United Kingdom,Newquay,True,gmail.com
National,15533,Q3,2,554.74,807.5699999999999,United Kingdom,Newquay,True,gmail.com
National,15533,Q4,1,252.83,807.5699999999999,United Kingdom,Newquay,True,gmail.com
National,15555,Q1,0,0.0,4805.17,United Kingdom,Manchester,True,gmail.com
National,15555,Q2,5,1132.17,4805.17,United Kingdom,Manchester,True,gmail.com
National,15555,Q3,3,1051.15,4805.17,United Kingdom,Manchester,True,gmail.com
National,15555,Q4,5,1632.03,4805.17,United Kingdom,Manchester,True,gmail.com
National,15601,Q1,5,2553.75,6776.56,United Kingdom,Bristol,True,outlook.com
National,15601,Q2,3,1333.2,6776.56,United Kingdom,Bristol,True,outlook.com
National,15601,Q3,2,693.62,6776.56,United Kingdom,Bristol,True,outlook.com
National,15601,Q4,2,959.54,6776.56,United Kingdom,Bristol,True,outlook.com
National,15621,Q1,0,0.0,1293.03,United Kingdom,Leeds,True,hotmail.co.uk
National,15621,Q2,0,0.0,1293.03,United Kingdom,Leeds,True,hotmail.co.uk
National,15621,Q3,0,0.0,1293.03,United Kingdom,Leeds,True,hotmail.co.uk
National,15621,Q4,4,1293.03,1293.03,United Kingdom,Leeds,True,hotmail.co.uk
National,15681,Q1,1,345.68,1426.16,United Kingdom,Newquay,True,outlook.com
National,15681,Q2,2,357.54,1426.16,United Kingdom,Newquay,True,outlook.com
National,15681,Q3,0,0.0,1426.16,United Kingdom,Newquay,True,outlook.com
National,15681,Q4,2,722.94,1426.16,United Kingdom,Newquay,True,outlook.com
National,15694,Q1,2,982.55,6479.4,United Kingdom,London,False,outlook.com
National,15694,Q2,4,1475.9,6479.4,United Kingdom,London,False,outlook.com
National,15694,Q3,0,0.0,6479.4,United Kingdom,London,False,outlook.com
National,15694,Q4,5,3173.62,6479.4,United Kingdom,London,False,outlook.com
National,15738,Q1,5,1675.44,4812.42,United Kingdom,Sheffield,True,outlook.com
National,15738,Q2,4,923.9700000000001,4812.42,United Kingdom,Sheffield,True,outlook.com
National,15738,Q3,3,924.3900000000001,4812.42,United Kingdom,Sheffield,True,outlook.com
National,15738,Q4,3,958.97,4812.42,United Kingdom,Sheffield,True,outlook.com
National,15755,Q1,1,314.68,2364.25,United Kingdom,London,False,gmail.com
National,15755,Q2,1,306.05,2364.25,United Kingdom,London,False,gmail.com
National,15755,Q3,3,1456.01,2364.25,United Kingdom,London,False,gmail.com
National,15755,Q4,1,287.51,2364.25,United Kingdom,London,False,gmail.com
National,15796,Q1,1,343.92,2711.56,United Kingdom,Newquay,False,hotmail.co.uk
National,15796,Q2,3,906.0,2711.56,United Kingdom,Newquay,False,hotmail.co.uk
National,15796,Q3,2,637.79,2711.56,United Kingdom,Newquay,False,hotmail.co.uk
National,15796,Q4,2,823.85,2711.56,United Kingdom,Newquay,False,hotmail.co.uk
National,15804,Q1,0,0.0,4206.39,United Kingdom,Carlisle,False,btinternet.com
National,15804,Q2,2,1125.39,4206.39,United Kingdom,Carlisle,False,btinternet.com
National,15804,Q3,6,1824.91,4206.39,United Kingdom,Carlisle,False,btinternet.com
National,15804,Q4,5,1256.09,4206.39,United Kingdom,Carlisle,False,btinternet.com
National,15808,Q1,2,1485.12,3734.97,United Kingdom,Birmingham,False,gmail.com
National,15808,Q2,0,0.0,3734.97,United Kingdom,Birmingham,False,gmail.com
National,15808,Q3,0,0.0,3734.97,United Kingdom,Birmingham,False,gmail.com
National,15808,Q4,0,0.0,3734.97,United Kingdom,Birmingham,False,gmail.com
National,15826,Q1,0,0.0,1654.31,United Kingdom,Nottingham,False,gmail.com
National,15826,Q2,1,720.0,1654.31,United Kingdom,Nottingham,False,gmail.com
National,15826,Q3,0,0.0,1654.31,United Kingdom,Nottingham,False,gmail.com
National,15826,Q4,2,934.3100000000001,1654.31,United Kingdom,Nottingham,False,gmail.com
National,15881,Q1,3,346.14,501.39,United Kingdom,Bath,False,gmail.com
National,15881,Q2,0,0.0,501.39,United Kingdom,Bath,False,gmail.com
National,15881,Q3,0,0.0,501.39,United Kingdom,Bath,False,gmail.com
National,15881,Q4,0,0.0,501.39,United Kingdom,Bath,False,gmail.com
National,15901,Q1,0,0.0,363.88,United Kingdom,Newcastle upon Tyne,True,sky.com
National,15901,Q2,0,0.0,363.88,United Kingdom,Newcastle upon Tyne,True,sky.com
National,15901,Q3,2,233.35,363.88,United Kingdom,Newcastle upon Tyne,True,sky.com
National,15901,Q4,1,130.53,363.88,United Kingdom,Newcastle upon Tyne,True,sky.com
National,15981,Q1,2,870.0,3408.48,United Kingdom,Truro,True,gmail.com
National,15981,Q2,3,1191.0,3408.48,United Kingdom,Truro,True,gmail.com
National,15981,Q3,2,788.88,3408.48,United Kingdom,Truro,True,gmail.com
National,15981,Q4,1,558.6,3408.48,United Kingdom,Truro,True,gmail.com
National,15985,Q1,0,0.0,1142.42,United Kingdom,Sheffield,False,hotmail.co.uk
National,15985,Q2,1,899.58,1142.42,United Kingdom,Sheffield,False,hotmail.co.uk
National,15985,Q3,1,242.84,1142.42,United Kingdom,Sheffield,False,hotmail.co.uk
National,15985,Q4,0,0.0,1142.42,United Kingdom,Sheffield,False,hotmail.co.uk
National,15993,Q1,0,0.0,2797.57,United Kingdom,Canterbury,False,icloud.com
National,15993,Q2,0,0.0,2797.57,United Kingdom,Canterbury,False,icloud.com
National,15993,Q3,0,0.0,2797.57,United Kingdom,Canterbury,False,icloud.com
National,15993,Q4,7,2797.57,2797.57,United Kingdom,Canterbury,False,icloud.com
National,15996,Q1,2,392.02,1060.68,United Kingdom,York,False,hotmail.co.uk
National,15996,Q2,1,141.03,1060.68,United Kingdom,York,False,hotmail.co.uk
National,15996,Q3,2,264.38,1060.68,United Kingdom,York,False,hotmail.co.uk
National,15996,Q4,0,0.0,1060.68,United Kingdom,York,False,hotmail.co.uk
National,16013,Q1,11,6222.62,37130.6,United Kingdom,Sheffield,False,cust16013-wholesale.co.uk
National,16013,Q2,9,6125.7,37130.6,United Kingdom,Sheffield,False,cust16013-wholesale.co.uk
National,16013,Q3,11,8757.619999999999,37130.6,United Kingdom,Sheffield,False,cust16013-wholesale.co.uk
National,16013,Q4,11,13051.66,37130.6,United Kingdom,Sheffield,False,cust16013-wholesale.co.uk
National,16029,Q1,15,9826.83,81024.84,United Kingdom,Glasgow,False,cust16029-wholesale.co.uk
National,16029,Q2,14,16806.51,81024.84,United Kingdom,Glasgow,False,cust16029-wholesale.co.uk
National,16029,Q3,19,15813.88,81024.84,United Kingdom,Glasgow,False,cust16029-wholesale.co.uk
National,16029,Q4,9,25465.1,81024.84,United Kingdom,Glasgow,False,cust16029-wholesale.co.uk
National,16033,Q1,4,1588.03,8816.4,United Kingdom,Llandudno,True,icloud.com
National,16033,Q2,6,2006.36,8816.4,United Kingdom,Llandudno,True,icloud.com
National,16033,Q3,5,2928.73,8816.4,United Kingdom,Llandudno,True,icloud.com
National,16033,Q4,3,1983.59,8816.4,United Kingdom,Llandudno,True,icloud.com
National,16066,Q1,0,0.0,1521.87,United Kingdom,Belfast,False,btinternet.com
National,16066,Q2,0,0.0,1521.87,United Kingdom,Belfast,False,btinternet.com
National,16066,Q3,1,316.38,1521.87,United Kingdom,Belfast,False,btinternet.com
National,16066,Q4,4,1205.49,1521.87,United Kingdom,Belfast,False,btinternet.com
National,16094,Q1,0,0.0,1078.23,United Kingdom,Bangor,True,gmail.com
National,16094,Q2,1,252.1,1078.23,United Kingdom,Bangor,True,gmail.com
National,16094,Q3,0,0.0,1078.23,United Kingdom,Bangor,True,gmail.com
National,16094,Q4,3,826.13,1078.23,United Kingdom,Bangor,True,gmail.com
National,16133,Q1,2,630.91,14589.04,United Kingdom,Canterbury,False,hotmail.co.uk
National,16133,Q2,10,6160.46,14589.04,United Kingdom,Canterbury,False,hotmail.co.uk
National,16133,Q3,13,5286.9,14589.04,United Kingdom,Canterbury,False,hotmail.co.uk
National,16133,Q4,8,2510.77,14589.04,United Kingdom,Canterbury,False,hotmail.co.uk
National,16145,Q1,2,676.14,3799.49,United Kingdom,Sheffield,False,outlook.com
National,16145,Q2,2,668.8,3799.49,United Kingdom,Sheffield,False,outlook.com
National,16145,Q3,4,1294.21,3799.49,United Kingdom,Sheffield,False,outlook.com
National,16145,Q4,2,857.5600000000001,3799.49,United Kingdom,Sheffield,False,outlook.com
National,16161,Q1,4,739.64,5575.56,United Kingdom,Bath,False,outlook.com
National,16161,Q2,4,1277.86,5575.56,United Kingdom,Bath,False,outlook.com
National,16161,Q3,3,1307.83,5575.56,United Kingdom,Bath,False,outlook.com
National,16161,Q4,5,1673.93,5575.56,United Kingdom,Bath,False,outlook.com
National,16163,Q1,0,0.0,856.6000000000001,United Kingdom,Newcastle upon Tyne,False,icloud.com
National,16163,Q2,1,415.0000000000001,856.6000000000001,United Kingdom,Newcastle upon Tyne,False,icloud.com
National,16163,Q3,0,0.0,856.6000000000001,United Kingdom,Newcastle upon Tyne,False,icloud.com
National,16163,Q4,0,0.0,856.6000000000001,United Kingdom,Newcastle upon Tyne,False,icloud.com
National,16169,Q1,0,0.0,1822.97,United Kingdom,Belfast,False,gmail.com
National,16169,Q2,0,0.0,1822.97,United Kingdom,Belfast,False,gmail.com
National,16169,Q3,1,587.46,1822.97,United Kingdom,Belfast,False,gmail.com
National,16169,Q4,3,1235.51,1822.97,United Kingdom,Belfast,False,gmail.com
National,16209,Q1,0,0.0,2262.62,United Kingdom,Leeds,True,outlook.com
National,16209,Q2,3,1904.26,2262.62,United Kingdom,Leeds,True,outlook.com
National,16209,Q3,2,358.36,2262.62,United Kingdom,Leeds,True,outlook.com
National,16209,Q4,0,0.0,2262.62,United Kingdom,Leeds,True,outlook.com
National,16249,Q1,0,0.0,1800.07,United Kingdom,Bristol,True,yahoo.co.uk
National,16249,Q2,2,1020.53,1800.07,United Kingdom,Bristol,True,yahoo.co.uk
National,16249,Q3,2,420.24,1800.07,United Kingdom,Bristol,True,yahoo.co.uk
National,16249,Q4,1,359.3,1800.07,United Kingdom,Bristol,True,yahoo.co.uk
National,16324,Q1,0,0.0,428.68,United Kingdom,Sheffield,True,sky.com
National,16324,Q2,1,166.56,428.68,United Kingdom,Sheffield,True,sky.com
National,16324,Q3,2,262.12,428.68,United Kingdom,Sheffield,True,sky.com
National,16324,Q4,0,0.0,428.68,United Kingdom,Sheffield,True,sky.com
National,16359,Q1,3,432.21,1750.92,United Kingdom,Bath,True,icloud.com
National,16359,Q2,3,814.62,1750.92,United Kingdom,Bath,True,icloud.com
National,16359,Q3,1,164.4,1750.92,United Kingdom,Bath,True,icloud.com
National,16359,Q4,2,339.69,1750.92,United Kingdom,Bath,True,icloud.com
National,16362,Q1,0,0.0,734.77,United Kingdom,Edinburgh,True,gmail.com
National,16362,Q2,0,0.0,734.77,United Kingdom,Edinburgh,True,gmail.com
National,16362,Q3,3,380.05,734.77,United Kingdom,Edinburgh,True,gmail.com
National,16362,Q4,2,354.72,734.77,United Kingdom,Edinburgh,True,gmail.com
National,16431,Q1,2,343.9299999999999,642.81,United Kingdom,Leicester,False,hotmail.co.uk
National,16431,Q2,1,298.88,642.81,United Kingdom,Leicester,False,hotmail.co.uk
National,16431,Q3,0,0.0,642.81,United Kingdom,Leicester,False,hotmail.co.uk
National,16431,Q4,0,0.0,642.81,United Kingdom,Leicester,False,hotmail.co.uk
National,16440,Q1,0,0.0,3640.67,United Kingdom,Newcastle upon Tyne,False,yahoo.co.uk
National,16440,Q2,1,272.46,3640.67,United Kingdom,Newcastle upon Tyne,False,yahoo.co.uk
National,16440,Q3,0,0.0,3640.67,United Kingdom,Newcastle upon Tyne,False,yahoo.co.uk
National,16440,Q4,4,3368.21,3640.67,United Kingdom,Newcastle upon Tyne,False,yahoo.co.uk
National,16446,Q1,0,0.0,168472.5,United Kingdom,Manchester,True,cust16446-solutions.co.uk
National,16446,Q2,1,2.9,168472.5,United Kingdom,Manchester,True,cust16446-solutions.co.uk
National,16446,Q3,0,0.0,168472.5,United Kingdom,Manchester,True,cust16446-solutions.co.uk
National,16446,Q4,1,168469.6,168472.5,United Kingdom,Manchester,True,cust16446-solutions.co.uk
National,16463,Q1,0,0.0,1422.4,United Kingdom,Leicester,False,hotmail.co.uk
National,16463,Q2,1,319.37,1422.4,United Kingdom,Leicester,False,hotmail.co.uk
National,16463,Q3,0,0.0,1422.4,United Kingdom,Leicester,False,hotmail.co.uk
National,16463,Q4,3,1103.03,1422.4,United Kingdom,Leicester,False,hotmail.co.uk
National,16470,Q1,0,0.0,762.39,United Kingdom,Newquay,True,outlook.com
National,16470,Q2,1,129.32,762.39,United Kingdom,Newquay,True,outlook.com
National,16470,Q3,1,193.47,762.39,United Kingdom,Newquay,True,outlook.com
National,16470,Q4,1,223.26,762.39,United Kingdom,Newquay,True,outlook.com
National,16475,Q1,1,310.0,544.3,United Kingdom,Truro,False,hotmail.co.uk
National,16475,Q2,1,57.90000000000001,544.3,United Kingdom,Truro,False,hotmail.co.uk
National,16475,Q3,2,176.4,544.3,United Kingdom,Truro,False,hotmail.co.uk
National,16475,Q4,0,0.0,544.3,United Kingdom,Truro,False,hotmail.co.uk
National,16477,Q1,2,631.81,2494.46,United Kingdom,Inverness,False,outlook.com
National,16477,Q2,1,376.3,2494.46,United Kingdom,Inverness,False,outlook.com
National,16477,Q3,1,446.75,2494.46,United Kingdom,Inverness,False,outlook.com
National,16477,Q4,1,495.2,2494.46,United Kingdom,Inverness,False,outlook.com
National,16513,Q1,0,0.0,874.59,United Kingdom,Bath,False,yahoo.co.uk
National,16513,Q2,0,0.0,874.59,United Kingdom,Bath,False,yahoo.co.uk
National,16513,Q3,0,0.0,874.59,United Kingdom,Bath,False,yahoo.co.uk
National,16513,Q4,4,874.59,874.59,United Kingdom,Bath,False,yahoo.co.uk
National,16523,Q1,3,1357.6,9418.47,United Kingdom,Nottingham,False,gmail.com
National,16523,Q2,6,1870.0,9418.47,United Kingdom,Nottingham,False,gmail.com
National,16523,Q3,6,3553.81,9418.47,United Kingdom,Nottingham,False,gmail.com
National,16523,Q4,6,2637.06,9418.47,United Kingdom,Nottingham,False,gmail.com
National,16572,Q1,1,342.58,1009.6,United Kingdom,Birmingham,True,gmail.com
National,16572,Q2,0,0.0,1009.6,United Kingdom,Birmingham,True,gmail.com
National,16572,Q3,2,667.02,1009.6,United Kingdom,Birmingham,True,gmail.com
National,16572,Q4,0,0.0,1009.6,United Kingdom,Birmingham,True,gmail.com
National,16618,Q1,2,1082.82,2647.59,United Kingdom,Birmingham,False,icloud.com
National,16618,Q2,2,358.47,2647.59,United Kingdom,Birmingham,False,icloud.com
National,16618,Q3,0,0.0,2647.59,United Kingdom,Birmingham,False,icloud.com
National,16618,Q4,1,1206.3,2647.59,United Kingdom,Birmingham,False,icloud.com
National,16637,Q1,0,0.0,1154.47,United Kingdom,Sheffield,True,sky.com
National,16637,Q2,1,303.62,1154.47,United Kingdom,Sheffield,True,sky.com
National,16637,Q3,1,226.93,1154.47,United Kingdom,Sheffield,True,sky.com
National,16637,Q4,2,623.9200000000001,1154.47,United Kingdom,Sheffield,True,sky.com
National,16638,Q1,4,1140.64,1680.72,United Kingdom,Truro,False,hotmail.co.uk
National,16638,Q2,0,0.0,1680.72,United Kingdom,Truro,False,hotmail.co.uk
National,16638,Q3,3,339.5,1680.72,United Kingdom,Truro,False,hotmail.co.uk
National,16638,Q4,1,129.78,1680.72,United Kingdom,Truro,False,hotmail.co.uk
National,16652,Q1,1,1588.16,6773.97,United Kingdom,Manchester,False,gmail.com
National,16652,Q2,2,1466.46,6773.97,United Kingdom,Manchester,False,gmail.com
National,16652,Q3,2,1471.25,6773.97,United Kingdom,Manchester,False,gmail.com
National,16652,Q4,2,2248.1,6773.97,United Kingdom,Manchester,False,gmail.com
National,16660,Q1,1,282.6,1267.65,United Kingdom,Perth,False,yahoo.co.uk
National,16660,Q2,1,101.76,1267.65,United Kingdom,Perth,False,yahoo.co.uk
National,16660,Q3,0,0.0,1267.65,United Kingdom,Perth,False,yahoo.co.uk
National,16660,Q4,2,883.29,1267.65,United Kingdom,Perth,False,yahoo.co.uk
National,16710,Q1,2,364.61,2483.04,United Kingdom,Liverpool,False,gmail.com
National,16710,Q2,2,748.06,2483.04,United Kingdom,Liverpool,False,gmail.com
National,16710,Q3,2,455.95,2483.04,United Kingdom,Liverpool,False,gmail.com
National,16710,Q4,2,389.45,2483.04,United Kingdom,Liverpool,False,gmail.com
National,16717,Q1,0,0.0,3858.38,United Kingdom,Leeds,True,gmail.com
National,16717,Q2,2,828.9100000000001,3858.38,United Kingdom,Leeds,True,gmail.com
National,16717,Q3,1,423.5,3858.38,United Kingdom,Leeds,True,gmail.com
National,16717,Q4,2,2298.72,3858.38,United Kingdom,Leeds,True,gmail.com
National,16764,Q1,0,0.0,2799.25,United Kingdom,Bath,False,hotmail.co.uk
National,16764,Q2,0,0.0,2799.25,United Kingdom,Bath,False,hotmail.co.uk
National,16764,Q3,6,1085.72,2799.25,United Kingdom,Bath,False,hotmail.co.uk
National,16764,Q4,7,1713.53,2799.25,United Kingdom,Bath,False,hotmail.co.uk
National,16790,Q1,0,0.0,1545.62,United Kingdom,Shrewsbury,True,hotmail.co.uk
National,16790,Q2,0,0.0,1545.62,United Kingdom,Shrewsbury,True,hotmail.co.uk
National,16790,Q3,0,0.0,1545.62,United Kingdom,Shrewsbury,True,hotmail.co.uk
National,16790,Q4,6,1545.62,1545.62,United Kingdom,Shrewsbury,True,hotmail.co.uk
National,16794,Q1,0,0.0,1222.71,United Kingdom,Shrewsbury,True,outlook.com
