customer_id,proxy_customer_type,proxy_score,rfm_segment,R_score,F_score,M_score,RFM_score,recency_days,number_of_invoices,active_months,total_revenue,average_invoice_total,average_quantity_per_invoice,average_distinct_products_per_invoice,customer_tenure_days,first_purchase_date,last_purchase_date,recommended_marketing_action
15601,Likely B2B,4,Loyal customers,3,4,4,344,11,14,10,6776.56,484.04,355.92857142857144,29.285714285714285,361,2010-12-02,2011-11-28,Encourage basket expansion with complementary products and reorder prompts.
15621,Likely B2C,0,Recent low frequency,4,1,2,412,4,4,2,1293.03,323.2575,125.25,3.75,17,2011-11-18,2011-12-05,"Push second-purchase campaigns, welcome journeys, and bundle incentives."
15681,Likely B2C,0,Hibernating low value,2,2,2,222,25,5,3,1426.1599999999999,285.23199999999997,163.2,10.6,255,2011-03-04,2011-11-14,Use low-cost reactivation campaigns; suppress if engagement stays low.
15694,Likely B2B,3,Champions,5,4,4,544,1,14,9,6479.4,462.8142857142857,119.78571428571429,5.571428571428571,372,2010-12-02,2011-12-09,"Retain and grow with loyalty offers, cross-sell, and early access campaigns."
15738,Likely B2C,2,Loyal customers,3,4,4,344,19,16,12,4812.42,300.77625,186.375,10.75,353,2010-12-02,2011-11-21,Encourage basket expansion with complementary products and reorder prompts.
15755,Likely B2C,2,Mid-tier active,3,3,3,333,10,6,5,2364.25,394.0416666666667,237.83333333333334,23.5,284,2011-02-18,2011-11-29,Nurture toward higher frequency with targeted promotions and reminders.
15796,Likely B2C,1,Mid-tier active,5,3,3,533,1,8,7,2711.56,338.945,107.625,16.25,301,2011-02-10,2011-12-08,Nurture toward higher frequency with targeted promotions and reminders.
15804,Likely B2B,3,Champions,5,4,4,544,1,13,8,4206.39,323.5684615384616,197.46153846153845,20.23076923076923,198,2011-05-25,2011-12-09,"Retain and grow with loyalty offers, cross-sell, and early access campaigns."
15808,Likely B2C,2,Big spenders,1,1,4,114,306,4,3,3734.9700000000003,933.7425000000001,335.75,47.75,63,2010-12-05,2011-02-06,Promote premium assortments and personalized product recommendations.
15826,Likely B2C,2,Hibernating low value,1,1,2,112,56,3,2,1654.31,551.4366666666666,321.0,22.666666666666668,154,2011-05-13,2011-10-14,Use low-cost reactivation campaigns; suppress if engagement stays low.
15881,Likely B2C,0,Hibernating low value,1,2,1,121,312,5,2,501.39000000000004,100.278,52.0,5.8,52,2010-12-10,2011-01-31,Use low-cost reactivation campaigns; suppress if engagement stays low.
15901,Likely B2C,0,Occasional buyers,3,1,1,311,16,3,3,363.88,121.29333333333334,128.0,36.666666666666664,138,2011-07-08,2011-11-23,Test broad lifecycle campaigns and monitor for movement into stronger segments.
15981,Likely B2B,3,Occasional buyers,2,3,3,233,25,8,8,3408.48,426.06,233.25,12.125,286,2011-02-01,2011-11-15,Test broad lifecycle campaigns and monitor for movement into stronger segments.
15985,Likely B2C,2,Hibernating low value,1,1,1,111,123,2,2,1142.42,571.21,543.0,18.5,113,2011-04-17,2011-08-08,Use low-cost reactivation campaigns; suppress if engagement stays low.
15993,Likely B2C,2,Mid-tier active,4,3,3,433,9,7,3,2797.57,399.65285714285716,293.0,74.71428571428571,35,2011-10-26,2011-12-01,Nurture toward higher frequency with targeted promotions and reminders.
15996,Likely B2C,0,Occasional buyers,1,3,1,131,88,6,6,1060.68,176.78,64.0,21.0,277,2010-12-08,2011-09-12,Test broad lifecycle campaigns and monitor for movement into stronger segments.
16013,Likely B2B,4,Champions,4,5,5,455,4,47,13,37130.6,790.0127659574467,330.5531914893617,2.9361702127659575,367,2010-12-03,2011-12-06,"Retain and grow with loyalty offers, cross-sell, and early access campaigns."
16029,Likely B2B,4,At risk high value,2,5,5,255,39,63,12,81024.84,1286.1085714285714,638.2222222222222,3.8095238095238093,335,2010-12-01,2011-11-01,Prioritize win-back outreach with tailored offers and account review.
16033,Likely B2B,3,Champions,4,5,5,455,5,20,13,8816.4,440.82,176.95,56.0,364,2010-12-05,2011-12-04,"Retain and grow with loyalty offers, cross-sell, and early access campaigns."
16066,Likely B2C,0,Occasional buyers,3,2,2,322,17,5,3,1521.87,304.37399999999997,187.2,20.0,107,2011-08-07,2011-11-23,Test broad lifecycle campaigns and monitor for movement into stronger segments.
16094,Likely B2C,0,Occasional buyers,3,1,1,311,11,4,2,1078.23,269.5575,161.75,15.75,207,2011-05-04,2011-11-28,Test broad lifecycle campaigns and monitor for movement into stronger segments.
16133,Likely B2B,4,Champions,4,5,5,455,4,33,11,14589.04,442.09212121212124,269.3333333333333,10.272727272727273,314,2011-01-25,2011-12-06,"Retain and grow with loyalty offers, cross-sell, and early access campaigns."
16145,Likely B2B,3,Champions,4,4,4,444,9,11,10,3799.49,345.4081818181818,283.90909090909093,20.363636363636363,351,2010-12-15,2011-12-01,"Retain and grow with loyalty offers, cross-sell, and early access campaigns."
16161,Likely B2C,2,Champions,5,5,4,554,2,19,11,5575.5599999999995,293.45052631578943,136.78947368421052,24.736842105263158,367,2010-12-06,2011-12-08,"Retain and grow with loyalty offers, cross-sell, and early access campaigns."
16163,Likely B2C,1,Hibernating low value,1,1,1,111,232,2,2,856.6000000000001,428.30000000000007,96.0,3.0,132,2010-12-09,2011-04-21,Use low-cost reactivation campaigns; suppress if engagement stays low.
16169,Likely B2C,2,Recent low frequency,4,1,2,412,8,4,4,1822.97,455.7425,331.25,21.25,67,2011-09-25,2011-12-01,"Push second-purchase campaigns, welcome journeys, and bundle incentives."
16209,Likely B2C,2,Occasional buyers,1,2,3,123,89,5,4,2262.62,452.524,235.8,9.2,157,2011-04-07,2011-09-12,Test broad lifecycle campaigns and monitor for movement into stronger segments.
16249,Likely B2C,1,Hibernating low value,1,2,2,122,53,5,5,1800.0700000000002,360.014,190.0,13.8,186,2011-04-14,2011-10-18,Use low-cost reactivation campaigns; suppress if engagement stays low.
16324,Likely B2C,0,Hibernating low value,1,1,1,111,128,3,2,428.68,142.89333333333335,94.0,36.0,48,2011-06-15,2011-08-03,Use low-cost reactivation campaigns; suppress if engagement stays low.
16359,Likely B2C,2,Occasional buyers,4,3,2,432,7,9,9,1750.92,194.54666666666668,131.44444444444446,7.333333333333333,324,2011-01-12,2011-12-02,Test broad lifecycle campaigns and monitor for movement into stronger segments.
16362,Likely B2C,0,Hibernating low value,2,2,1,221,32,5,3,734.77,146.954,70.2,15.0,58,2011-09-09,2011-11-07,Use low-cost reactivation campaigns; suppress if engagement stays low.
16431,Likely B2C,0,Hibernating low value,1,1,1,111,213,3,2,642.81,214.26999999999998,151.0,21.666666666666668,84,2011-02-15,2011-05-10,Use low-cost reactivation campaigns; suppress if engagement stays low.
16440,Likely B2C,2,Recent low frequency,4,2,3,423,8,5,4,3640.67,728.134,403.6,55.8,206,2011-05-09,2011-12-02,"Push second-purchase campaigns, welcome journeys, and bundle incentives."
16446,Likely B2C,2,Recent low frequency,5,1,5,515,1,2,2,168472.5,84236.25,40498.5,1.5,204,2011-05-18,2011-12-09,"Push second-purchase campaigns, welcome journeys, and bundle incentives."
16463,Likely B2C,2,Hibernating low value,2,2,2,222,21,4,3,1422.4,355.6,290.75,20.5,182,2011-05-19,2011-11-18,Use low-cost reactivation campaigns; suppress if engagement stays low.
16470,Likely B2C,0,Hibernating low value,1,2,1,121,52,4,4,762.39,190.5975,132.75,37.5,307,2010-12-16,2011-10-19,Use low-cost reactivation campaigns; suppress if engagement stays low.
16475,Likely B2C,0,Hibernating low value,1,2,1,121,88,4,4,544.3,136.075,79.75,7.0,185,2011-03-11,2011-09-12,Use low-cost reactivation campaigns; suppress if engagement stays low.
16477,Likely B2C,2,Occasional buyers,1,3,3,133,64,7,6,2494.46,356.3514285714286,202.14285714285714,20.857142857142858,307,2010-12-03,2011-10-07,Test broad lifecycle campaigns and monitor for movement into stronger segments.
16513,Likely B2C,0,Recent low frequency,4,2,1,421,5,4,3,874.59,218.6475,101.75,8.75,38,2011-10-27,2011-12-05,"Push second-purchase campaigns, welcome journeys, and bundle incentives."
16523,Likely B2B,4,Champions,5,5,5,555,2,21,11,9418.47,448.4985714285714,203.0952380952381,13.80952380952381,313,2011-01-28,2011-12-08,"Retain and grow with loyalty offers, cross-sell, and early access campaigns."
16572,Likely B2C,0,Hibernating low value,1,1,1,111,127,3,3,1009.5999999999999,336.5333333333333,177.33333333333334,19.0,148,2011-03-09,2011-08-04,Use low-cost reactivation campaigns; suppress if engagement stays low.
16618,Likely B2C,2,Occasional buyers,2,2,3,223,31,5,4,2647.59,529.518,272.6,19.2,291,2011-01-21,2011-11-08,Test broad lifecycle campaigns and monitor for movement into stronger segments.
16637,Likely B2C,1,Hibernating low value,2,2,2,222,32,4,4,1154.47,288.6175,231.75,17.25,193,2011-04-28,2011-11-07,Use low-cost reactivation campaigns; suppress if engagement stays low.
16638,Likely B2C,2,Occasional buyers,2,4,2,242,23,10,7,1680.72,168.072,125.5,9.4,346,2010-12-06,2011-11-17,Test broad lifecycle campaigns and monitor for movement into stronger segments.
16652,Likely B2C,2,Big spenders,1,3,4,134,59,7,5,6773.97,967.71,469.0,16.857142857142858,214,2011-03-11,2011-10-12,Promote premium assortments and personalized product recommendations.
16660,Likely B2C,0,Occasional buyers,3,2,2,322,16,4,3,1267.65,316.9125,142.75,4.0,303,2011-01-24,2011-11-23,Test broad lifecycle campaigns and monitor for movement into stronger segments.
16710,Likely B2C,1,Loyal customers,3,4,3,343,19,10,6,2483.04,248.304,183.6,38.7,349,2010-12-06,2011-11-20,Encourage basket expansion with complementary products and reorder prompts.
16717,Likely B2C,2,Big spenders,2,3,4,234,24,6,4,3858.38,643.0633333333334,311.0,33.0,342,2010-12-08,2011-11-16,Promote premium assortments and personalized product recommendations.
16764,Likely B2C,1,Loyal customers,4,4,3,443,4,13,6,2799.25,215.32692307692307,96.84615384615384,53.23076923076923,139,2011-07-19,2011-12-06,Encourage basket expansion with complementary products and reorder prompts.
16790,Likely B2C,0,Occasional buyers,4,3,2,432,4,6,2,1545.6200000000001,257.60333333333335,149.66666666666666,15.5,34,2011-11-02,2011-12-06,Test broad lifecycle campaigns and monitor for movement into stronger segments.
16794,Likely B2C,2,Occasional buyers,5,4,2,542,1,10,7,1222.71,122.271,93.7,27.4,179,2011-06-12,2011-12-08,Test broad lifecycle campaigns and monitor for movement into stronger segments.
16851,Likely B2C,0,Recent low frequency,4,1,1,411,4,3,2,342.45,114.14999999999999,90.33333333333333,6.666666666666667,47,2011-10-19,2011-12-05,"Push second-purchase campaigns, welcome journeys, and bundle incentives."
16861,Likely B2C,0,Hibernating low value,1,1,1,111,60,2,2,173.76,86.88,70.0,3.0,98,2011-07-04,2011-10-11,Use low-cost reactivation campaigns; suppress if engagement stays low.
16871,Likely B2C,2,Occasional buyers,2,3,3,233,22,6,4,2812.34,468.72333333333336,208.83333333333334,22.833333333333332,248,2011-03-14,2011-11-17,Test broad lifecycle campaigns and monitor for movement into stronger segments.
16892,Likely B2C,0,Recent low frequency,5,2,1,521,1,5,3,525.54,105.10799999999999,47.8,19.4,182,2011-06-09,2011-12-08,"Push second-purchase campaigns, welcome journeys, and bundle incentives."
16919,Likely B2C,1,Loyal customers,1,4,3,143,156,11,5,2596.4500000000003,236.0409090909091,128.45454545454547,29.636363636363637,212,2010-12-06,2011-07-06,Encourage basket expansion with complementary products and reorder prompts.
16938,Likely B2C,2,Recent low frequency,4,2,3,423,9,4,3,2736.38,684.095,635.0,57.75,300,2011-02-04,2011-12-01,"Push second-purchase campaigns, welcome journeys, and bundle incentives."
17001,Likely B2B,3,Champions,5,4,4,544,1,11,11,3989.57,362.6881818181818,196.72727272727272,15.363636363636363,358,2010-12-16,2011-12-09,"Retain and grow with loyalty offers, cross-sell, and early access campaigns."
17017,Likely B2B,4,Champions,5,5,5,555,3,20,10,8694.26,434.713,333.65,12.6,369,2010-12-02,2011-12-07,"Retain and grow with loyalty offers, cross-sell, and early access campaigns."
17064,Likely B2C,0,Hibernating low value,1,1,1,111,59,3,3,859.3500000000001,286.45000000000005,106.0,20.0,268,2011-01-16,2011-10-12,Use low-cost reactivation campaigns; suppress if engagement stays low.
17069,Likely B2C,1,Occasional buyers,2,3,3,233,28,9,5,2709.7,301.0777777777778,167.33333333333334,15.88888888888889,345,2010-12-01,2011-11-11,Test broad lifecycle campaigns and monitor for movement into stronger segments.
17071,Likely B2C,2,Occasional buyers,2,3,3,233,28,9,8,2429.03,269.89222222222224,133.0,15.555555555555555,281,2011-02-03,2011-11-11,Test broad lifecycle campaigns and monitor for movement into stronger segments.
17075,Likely B2C,0,Occasional buyers,3,2,1,321,18,4,4,834.12,208.53,73.0,19.25,299,2011-01-26,2011-11-22,Test broad lifecycle campaigns and monitor for movement into stronger segments.
17091,Likely B2B,3,Big spenders,5,3,4,534,3,9,7,3827.76,425.3066666666667,194.0,21.666666666666668,365,2010-12-07,2011-12-07,Promote premium assortments and personalized product recommendations.
17096,Likely B2C,0,Occasional buyers,3,2,1,321,15,4,4,1022.13,255.5325,84.75,12.0,246,2011-03-23,2011-11-24,Test broad lifecycle campaigns and monitor for movement into stronger segments.
17166,Likely B2C,0,Hibernating low value,2,1,1,211,39,2,2,206.34,103.17,39.0,6.0,165,2011-05-20,2011-11-01,Use low-cost reactivation campaigns; suppress if engagement stays low.
17183,Likely B2C,2,Mid-tier active,4,3,3,433,8,6,4,3347.3100000000004,557.8850000000001,216.0,12.166666666666666,97,2011-08-26,2011-12-02,Nurture toward higher frequency with targeted promotions and reminders.
17190,Likely B2C,0,Hibernating low value,1,1,1,111,59,2,2,444.74,222.37,80.5,9.5,148,2011-05-16,2011-10-12,Use low-cost reactivation campaigns; suppress if engagement stays low.
17287,Likely B2C,0,Occasional buyers,2,3,1,231,26,7,6,1064.11,152.01571428571427,79.85714285714286,17.428571428571427,346,2010-12-02,2011-11-13,Test broad lifecycle campaigns and monitor for movement into stronger segments.
17314,Likely B2C,2,Occasional buyers,2,3,3,233,25,8,7,2527.92,315.99,237.0,16.375,287,2011-01-31,2011-11-15,Test broad lifecycle campaigns and monitor for movement into stronger segments.
17323,Likely B2C,0,Occasional buyers,3,3,1,331,15,7,6,921.07,131.58142857142857,110.85714285714286,27.428571428571427,277,2011-02-20,2011-11-24,Test broad lifecycle campaigns and monitor for movement into stronger segments.
17365,Likely B2B,3,Big spenders,3,3,4,334,13,8,7,4801.56,600.195,597.125,55.875,320,2011-01-11,2011-11-27,Promote premium assortments and personalized product recommendations.
17402,Likely B2C,2,Loyal customers,4,4,3,443,5,13,9,2633.85,202.60384615384615,53.92307692307692,4.538461538461538,364,2010-12-05,2011-12-05,Encourage basket expansion with complementary products and reorder prompts.
17419,Likely B2B,3,Loyal customers,3,4,4,344,11,12,8,4226.57,352.21416666666664,156.33333333333334,17.166666666666668,355,2010-12-07,2011-11-28,Encourage basket expansion with complementary products and reorder prompts.
17428,Likely B2B,4,Champions,5,5,5,555,1,28,13,17256.85,616.3160714285714,338.35714285714283,11.714285714285714,368,2010-12-06,2011-12-09,"Retain and grow with loyalty offers, cross-sell, and early access campaigns."
17450,Likely B2B,4,Champions,4,5,5,455,8,46,12,194550.79,4229.365,1521.5869565217392,7.304347826086956,359,2010-12-07,2011-12-01,"Retain and grow with loyalty offers, cross-sell, and early access campaigns."
17469,Likely B2C,1,Occasional buyers,3,2,2,322,16,5,5,1870.97,374.194,157.4,17.6,188,2011-05-19,2011-11-23,Test broad lifecycle campaigns and monitor for movement into stronger segments.
17504,Likely B2C,1,Occasional buyers,1,3,3,133,206,9,4,2997.0299999999997,333.00333333333333,184.88888888888889,14.11111111111111,116,2011-01-21,2011-05-17,Test broad lifecycle campaigns and monitor for movement into stronger segments.
17509,Likely B2C,2,Big spenders,1,3,4,134,58,8,1,6115.14,764.3925,441.75,45.5,5,2011-10-07,2011-10-13,Promote premium assortments and personalized product recommendations.
17526,Likely B2C,0,Recent low frequency,4,2,2,422,5,4,3,1195.9,298.975,77.5,4.75,360,2010-12-09,2011-12-05,"Push second-purchase campaigns, welcome journeys, and bundle incentives."
17579,Likely B2C,0,Recent low frequency,4,1,1,411,5,3,3,448.9,149.63333333333333,86.0,16.0,174,2011-06-13,2011-12-05,"Push second-purchase campaigns, welcome journeys, and bundle incentives."
17644,Likely B2C,2,Loyal customers,5,4,3,543,1,11,8,2895.6400000000003,263.24,163.0,14.272727272727273,259,2011-03-24,2011-12-08,Encourage basket expansion with complementary products and reorder prompts.
17667,Likely B2C,2,Hibernating low value,1,2,2,122,66,5,4,2055.5099999999998,411.102,207.4,23.4,232,2011-02-14,2011-10-04,Use low-cost reactivation campaigns; suppress if engagement stays low.
17669,Likely B2C,2,Occasional buyers,2,3,3,233,43,7,6,3406.7200000000003,486.67428571428576,273.7142857142857,9.714285714285714,206,2011-04-04,2011-10-28,Test broad lifecycle campaigns and monitor for movement into stronger segments.
17675,Likely B2B,4,Champions,5,5,5,555,1,31,13,20374.28,657.2348387096774,269.6774193548387,22.741935483870968,366,2010-12-07,2011-12-08,"Retain and grow with loyalty offers, cross-sell, and early access campaigns."
17677,Likely B2B,4,Champions,5,5,5,555,2,30,13,16363.23,545.441,325.8333333333333,10.1,367,2010-12-06,2011-12-08,"Retain and grow with loyalty offers, cross-sell, and early access campaigns."
17682,Likely B2C,2,Mid-tier active,3,3,3,333,10,6,6,2474.33,412.3883333333333,227.83333333333334,19.666666666666668,358,2010-12-06,2011-11-29,Nurture toward higher frequency with targeted promotions and reminders.
17693,Likely B2C,1,Hibernating low value,1,1,1,111,137,1,1,200.47,200.47,231.0,16.0,0,2011-07-25,2011-07-25,Use low-cost reactivation campaigns; suppress if engagement stays low.
17705,Likely B2C,2,Occasional buyers,5,3,2,532,3,9,8,1823.52,202.61333333333334,107.0,11.444444444444445,298,2011-02-11,2011-12-06,Test broad lifecycle campaigns and monitor for movement into stronger segments.
17730,Likely B2B,4,Champions,5,4,4,544,3,13,10,5298.4800000000005,407.5753846153847,275.0769230769231,16.76923076923077,323,2011-01-17,2011-12-06,"Retain and grow with loyalty offers, cross-sell, and early access campaigns."
17731,Likely B2C,0,Hibernating low value,1,2,2,122,79,4,3,1240.1100000000001,310.02750000000003,123.25,16.75,104,2011-06-09,2011-09-21,Use low-cost reactivation campaigns; suppress if engagement stays low.
17735,Likely B2B,4,Champions,5,5,5,555,2,19,13,13110.02,690.001052631579,444.1578947368421,36.31578947368421,365,2010-12-07,2011-12-07,"Retain and grow with loyalty offers, cross-sell, and early access campaigns."
17770,Likely B2C,0,Hibernating low value,1,2,1,121,198,5,2,1143.27,228.654,73.0,7.6,83,2011-03-02,2011-05-25,Use low-cost reactivation campaigns; suppress if engagement stays low.
17813,Likely B2C,1,Occasional buyers,3,2,2,322,14,5,3,1770.88,354.17600000000004,158.0,67.4,57,2011-09-29,2011-11-25,Test broad lifecycle campaigns and monitor for movement into stronger segments.
17819,Likely B2C,1,Big spenders,1,3,4,134,72,7,6,3704.87,529.2671428571429,147.28571428571428,6.857142857142857,299,2010-12-03,2011-09-29,Promote premium assortments and personalized product recommendations.
17838,Likely B2C,2,Occasional buyers,2,2,3,223,27,5,4,2779.3,555.86,375.8,22.8,345,2010-12-02,2011-11-13,Test broad lifecycle campaigns and monitor for movement into stronger segments.
17841,Likely B2C,2,Champions,5,5,5,555,2,124,13,40991.57,330.5771774193548,186.05645161290323,60.29838709677419,371,2010-12-01,2011-12-08,"Retain and grow with loyalty offers, cross-sell, and early access campaigns."
17857,Likely B2B,4,Champions,4,5,5,455,4,23,11,26879.04,1168.6539130434783,837.2173913043479,2.347826086956522,361,2010-12-09,2011-12-05,"Retain and grow with loyalty offers, cross-sell, and early access campaigns."
17865,Likely B2B,4,At risk high value,2,5,5,255,31,20,11,10526.32,526.316,287.85,18.45,333,2010-12-10,2011-11-09,Prioritize win-back outreach with tailored offers and account review.
17883,Likely B2C,0,Recent low frequency,5,2,1,521,3,4,4,671.77,167.9425,94.75,34.5,242,2011-04-07,2011-12-06,"Push second-purchase campaigns, welcome journeys, and bundle incentives."
17940,Likely B2B,4,At risk high value,2,4,4,244,49,10,7,4106.4400000000005,410.64400000000006,975.5,1.8,253,2011-02-10,2011-10-21,Prioritize win-back outreach with tailored offers and account review.
17949,Likely B2B,4,Champions,5,5,5,555,1,45,13,58510.48,1300.232888888889,678.8,1.5333333333333334,370,2010-12-03,2011-12-08,"Retain and grow with loyalty offers, cross-sell, and early access campaigns."
17961,Likely B2C,2,Occasional buyers,2,5,2,252,21,39,11,1296.44,33.242051282051285,14.35897435897436,6.358974358974359,350,2010-12-02,2011-11-18,Test broad lifecycle campaigns and monitor for movement into stronger segments.
18044,Likely B2C,2,Occasional buyers,4,4,2,442,4,10,8,2088.6,208.85999999999999,103.3,12.7,356,2010-12-14,2011-12-05,Test broad lifecycle campaigns and monitor for movement into stronger segments.
18061,Likely B2C,2,Occasional buyers,2,4,2,242,22,10,10,2119.41,211.94099999999997,95.5,4.6,344,2010-12-08,2011-11-18,Test broad lifecycle campaigns and monitor for movement into stronger segments.
18073,Likely B2C,2,At risk high value,1,4,4,144,114,12,4,3877.5200000000004,323.1266666666667,259.0,5.916666666666667,82,2011-05-26,2011-08-17,Prioritize win-back outreach with tailored offers and account review.
18075,Likely B2C,2,Loyal customers,2,4,3,243,23,10,9,2611.75,261.175,146.4,14.2,337,2010-12-14,2011-11-16,Encourage basket expansion with complementary products and reorder prompts.
18097,Likely B2C,2,Mid-tier active,4,3,3,433,8,6,5,2697.8,449.6333333333334,281.0,17.666666666666668,346,2010-12-20,2011-12-02,Nurture toward higher frequency with targeted promotions and reminders.
18102,Likely B2B,4,Champions,5,5,5,555,1,60,12,259657.3,4327.621666666667,1068.7333333333333,7.183333333333334,366,2010-12-07,2011-12-09,"Retain and grow with loyalty offers, cross-sell, and early access campaigns."
18109,Likely B2C,2,Champions,5,5,4,554,2,26,13,8052.97,309.7296153846154,162.96153846153845,16.73076923076923,368,2010-12-05,2011-12-08,"Retain and grow with loyalty offers, cross-sell, and early access campaigns."
18198,Likely B2B,3,Champions,4,4,4,444,4,17,11,5425.56,319.15058823529415,239.64705882352942,9.294117647058824,332,2011-01-07,2011-12-05,"Retain and grow with loyalty offers, cross-sell, and early access campaigns."
18204,Likely B2C,2,Hibernating low value,1,1,2,112,71,3,3,1993.6999999999998,664.5666666666666,400.0,62.0,121,2011-05-31,2011-09-29,Use low-cost reactivation campaigns; suppress if engagement stays low.
18229,Likely B2B,3,Loyal customers,3,5,4,354,12,20,12,7276.9,363.84499999999997,124.4,8.2,361,2010-12-01,2011-11-28,Encourage basket expansion with complementary products and reorder prompts.
