InvoiceLineID,InvoiceNo,StockCode,Quantity,LineUnitPrice
22283,551332,22109,32,3.39
22284,551332,22191,4,8.5
22285,551332,84251B,12,0.19
22286,551332,35004B,12,4.65
22287,551332,21181,24,2.1
22288,551332,21519,24,0.42
22289,551332,85152,12,2.1
22290,551332,21755,3,5.95
22291,551332,22193,2,8.5
22292,551332,82001S,24,3.39
22293,551332,21871,12,1.25
22294,551332,23049,2,8.25
22295,551332,23051,2,8.25
22296,551333,22320,-2,5.95
22297,551341,71459,12,0.85
22298,551341,21755,3,5.95
22299,551341,22423,16,10.95
22300,551341,84978,108,1.06
22301,551341,84946,72,1.06
22302,551341,22427,12,5.45
22303,551345,20726,100,1.45
22304,551345,20724,100,0.72
22305,551345,22328,48,2.55
22306,551345,22326,48,2.55
22307,551345,21671,96,1.06
22308,551345,21930,10,2.08
22309,551345,21989,12,0.85
22310,551345,21987,12,0.65
22311,551345,POST,6,15.0
22312,551348,22990,-100,4.25
22313,551351,84971S,24,0.64
22314,551351,21171,24,1.25
22315,551351,82580,24,0.42
22316,551351,23182,24,0.72
22317,551351,82581,24,0.42
22318,551351,82552,24,1.25
22319,551351,82583,12,1.85
22320,551351,85150,12,2.1
22321,551351,22413,12,2.55
22322,551351,22115,12,2.55
22323,551351,22673,24,1.06
22324,551351,82551,24,1.25
22325,551351,82578,24,0.42
22326,551351,85152,24,5.0
22327,551351,21164,12,2.55
22328,551351,21172,24,1.25
22329,551351,21181,12,1.85
22330,551351,21165,12,1.45
22331,551351,21174,12,1.85
22332,551351,21169,12,1.45
22333,551351,82582,12,1.85
22334,551351,21907,12,1.85
22335,551351,82567,12,1.69
22336,551351,21908,12,1.85
22337,551351,15034,240,0.07
22338,551351,15036,60,0.72
22339,551351,17003,144,0.25
22340,551351,22224,32,2.55
22341,551351,22465,24,1.45
22342,551351,22464,24,1.45
22343,551351,21733,32,2.55
22344,551351,22789,32,1.65
22345,551351,22804,32,2.55
22346,551351,21730,18,4.25
22347,551351,22460,96,1.06
22348,551351,71459,96,0.72
22349,551351,84950,96,0.55
22350,551351,84755,48,0.55
22351,551351,23144,36,0.72
22352,551351,84970L,36,0.79
22353,551351,85123A,32,2.55
22354,551351,84978,36,1.06
22355,551351,18097C,24,1.95
22356,551351,22216,24,0.72
22357,551351,22252,24,1.06
22358,551351,22893,48,0.36
22359,551351,21326,36,0.55
22360,551351,84945,48,0.72
22361,551351,71510,24,0.53
22362,551351,72811,24,1.25
22363,551351,21126,24,1.06
22364,551351,85231B,90,0.72
22365,551351,85231G,90,0.72
22366,551351,22969,96,1.25
22367,551351,72741,36,1.25
22368,551351,85230A,144,0.21
22369,551351,85230E,144,0.21
22370,551351,85230G,144,0.21
22371,551351,85230B,144,0.21
22372,551351,21982,96,0.25
22373,551351,21985,96,0.25
22374,551351,21981,96,0.25
22375,551351,23076,48,1.04
22376,551351,23077,60,1.04
22377,551351,23078,48,1.04
22378,551351,20846,24,1.06
22379,551351,22822,16,4.95
22380,551351,84789,16,2.95
22381,551351,71101E,24,0.72
22382,551351,21746,36,1.06
22383,551351,21749,12,1.85
22384,551351,23137,24,3.29
22385,551351,23153,24,3.39
22386,551351,23152,12,3.39
22387,551351,23136,12,3.29
22388,551351,21137,24,3.39
22389,551351,22041,48,2.1
22390,551351,22174,12,1.48
22391,551351,82001S,24,3.39
22392,551351,22488,12,1.45
22393,551351,21668,24,1.06
22394,551351,21671,12,1.06
22395,551351,22771,24,1.06
22396,551351,21669,24,1.06
22397,551351,22772,24,1.06
22398,551351,21670,24,1.06
22399,551351,21673,24,1.06
22400,551351,22805,24,1.06
22401,551351,22219,36,0.72
22402,551351,22341,12,1.45
22403,551351,21442,24,0.72
22404,551351,21441,24,0.72
22405,551351,22342,12,1.45
22406,551351,85203,24,0.36
22407,551351,85199L,24,0.53
22408,551351,85204,24,0.36
22409,551351,22318,6,2.55
22410,551351,20707,24,1.06
22411,551351,21811,24,1.06
22412,551351,21390,24,1.06
22413,551351,22156,24,0.72
22414,551351,22227,24,0.55
22415,551351,22296,24,1.45
22416,551351,22294,24,1.06
22417,551351,22297,24,1.06
22418,551351,22597,12,0.72
22419,551351,22335,24,0.55
22420,551351,22602,24,0.72
22421,551351,22855,24,1.06
22422,551351,84836,12,1.06
22423,551351,85061W,24,0.64
22424,551351,35923,24,1.06
22425,551351,85129B,24,1.06
22426,551351,85130B,24,1.45
22427,551351,85131A,24,1.06
22428,551351,85131C,24,1.06
22429,551351,20794,8,2.1
22430,551351,22243,12,1.45
22431,551351,22244,12,1.65
22432,551351,22719,16,1.25
22433,551351,22212,24,1.69
22434,551351,23140,24,3.75
22435,551351,23138,48,1.25
22436,551351,23139,12,1.25
22437,551351,23146,12,2.89
22438,551351,23147,12,1.25
22439,551351,23148,24,0.72
22440,551351,84792,12,3.81
22441,551352,84077,48,0.29
22442,551352,22549,12,1.45
22443,551352,22271,6,2.95
22444,551352,22749,4,3.75
22445,551352,22748,6,2.1
22446,551352,22746,6,2.1
22447,551352,22745,6,2.1
22448,551352,22149,6,2.1
22449,551352,22966,12,1.25
22450,551352,84380,12,1.25
22451,551352,22699,6,2.95
22452,551352,22824,2,35.95
22453,551352,23136,4,3.75
22454,551352,22799,2,8.5
22455,551352,22776,2,9.95
22456,551352,22273,6,2.95
22457,551419,M,1,400.0
22458,551424,23008,1,16.95
22459,551427,22502,8,5.95
22460,551427,22728,4,3.75
22461,551427,22727,8,3.75
22462,551427,22729,4,3.75
22463,551427,22730,4,3.75
22464,551427,23163,8,2.49
22465,551438,21390,48,1.25
22466,551438,22147,40,1.25
22467,551438,22907,24,0.85
22468,551438,84978,36,1.06
22469,551438,84988,48,1.45
22470,551438,85123A,32,2.55
22471,551438,84991,120,0.42
22472,551438,21980,72,0.29
22473,551438,21986,72,0.29
22474,551438,21985,72,0.29
22475,551438,22908,24,0.85
22476,551440,22355,1,0.85
22477,551440,22356,1,0.85
22478,551440,20723,1,0.85
22479,551440,20724,1,0.85
22480,551440,22383,1,1.65
22481,551440,20726,1,1.65
22482,551440,22382,1,1.65
22483,551440,22384,1,1.65
22484,551440,20725,1,1.65
22485,551440,20727,1,1.65
22486,551440,20728,1,1.65
22487,551440,22411,2,2.08
22488,551440,21929,1,2.08
22489,551440,22663,1,2.08
22490,551440,21930,1,2.08
22491,551440,20711,1,2.08
22492,551440,22385,1,2.08
22493,551440,21033,1,2.08
22494,551440,21928,1,2.08
22495,551440,22386,1,2.08
22496,551440,21931,3,2.08
22497,551440,20712,1,2.08
22498,551440,21175,1,2.55
22499,551440,85152,1,2.1
22500,551440,22670,2,1.25
22501,551440,23182,2,0.83
22502,551440,22671,2,1.65
22503,551440,22672,2,1.65
22504,551440,22675,2,1.25
22505,551440,22674,2,1.25
22506,551440,22673,2,1.25
22507,551440,85053,1,2.1
22508,551440,22457,1,2.95
22509,551440,15056N,1,5.95
22510,551440,15056P,1,5.95
22511,551440,21447,3,1.25
22512,551440,84563A,2,2.95
22513,551440,22278,1,4.95
22514,551440,82613A,2,1.25
22515,551440,20655,2,1.25
22516,551440,84949,1,1.65
22517,551440,22637,2,2.55
22518,551440,22620,1,1.45
22519,551440,22620,1,1.45
22520,551440,21731,2,1.65
22521,551440,22332,2,1.65
22522,551440,22331,2,1.65
22523,551440,22333,2,1.65
22524,551440,22334,2,1.65
22525,551440,22090,1,2.95
22526,551440,22089,1,2.95
22527,551440,22088,1,2.95
22528,551440,22087,1,2.95
22529,551440,22908,2,0.85
22530,551440,21327,2,1.65
22531,551440,21329,2,1.65
22532,551440,22281,2,5.95
22533,551440,84789,1,3.75
22534,551440,21012,1,2.1
22535,551440,21564,2,2.95
22536,551510,47566,-100,4.15
22537,551520,21137,2,3.75
22538,551520,85049E,3,1.25
22539,551520,85049A,3,1.25
22540,551520,22075,3,1.65
22541,551520,22294,24,1.25
22542,551520,21204,3,1.65
22543,551520,21867,1,1.25
22544,551520,21832,1,1.65
22545,551520,21866,1,1.25
22546,551520,21713,4,2.1
22547,551520,23130,3,4.15
22548,551520,22341,4,1.65
22549,551520,21205,1,2.55
22550,551520,47566,3,4.95
22551,551520,22079,5,1.65
22552,551520,84970S,12,0.85
22553,551520,23068,4,2.49
22554,551520,71459,12,0.85
22555,551520,47341B,1,1.25
22556,551520,47341A,1,1.25
22557,551520,22158,3,2.95
22558,551525,23201,20,2.08
22559,551525,21056,1,8.95
22560,551525,21054,1,8.95
22561,551525,22908,12,0.85
22562,551525,21928,10,2.08
22563,551525,22377,10,2.1
22564,551525,85099B,45,2.08
22565,551525,23199,30,2.08
22566,551525,22722,3,3.95
22567,551525,22723,3,3.95
22568,551525,21212,24,0.55
22569,551525,84991,24,0.55
22570,551525,22991,3,1.95
22571,551525,22492,36,0.65
22572,551525,85049D,7,1.25
22573,551525,21592,5,1.25
22574,551525,22077,10,1.65
22575,551525,22789,12,1.95
22576,551525,85049C,6,1.25
22577,551525,21559,6,2.55
22578,551525,22352,6,2.55
22579,551530,85170C,1,2.1
22580,551540,22992,-12,1.95
22581,551540,22991,-12,1.95
22582,551540,22978,-6,3.75
22583,551540,23127,-8,4.95
22584,551540,23126,-8,4.95
22585,551540,22980,-12,1.65
22586,551540,22982,-12,1.25
22587,551540,22993,-12,1.25
22588,551540,23128,-4,4.95
22589,551541,22839,-1,14.95
22590,551551,M,-1,0.29
22591,551551,22356,-2,0.85
22592,551551,21925,-1,1.25
22593,551551,22719,-2,1.25
22594,551551,23146,-2,3.29
22595,551551,84600,-1,7.95
22596,551558,46000U,1,1.25
22597,551558,22683,1,1.25
22598,551558,22645,4,1.45
22599,551558,84509B,2,3.75
22600,551558,22630,2,1.95
22601,551558,20725,2,1.65
22602,551558,21930,2,2.08
22603,551558,23199,2,2.08
22604,551558,85099C,2,2.08
22605,551558,21558,2,2.55
22606,551558,21559,7,2.55
22607,551558,22662,2,1.65
22608,551558,22382,2,1.65
22609,551558,22659,1,1.95
22610,551558,22753,1,0.85
22611,551558,82578,1,0.55
22612,551558,82580,1,0.55
22613,551558,82581,1,0.55
22614,551558,23182,3,0.83
22615,551558,23144,3,0.83
22616,551558,20886,1,1.95
22617,551558,21121,2,1.25
22618,551558,22995,1,0.42
22619,551558,22219,1,0.85
22620,551558,22996,1,0.42
22621,551558,21770,1,4.95
22622,551558,23004,1,0.42
22623,551558,21380,1,2.95
22624,551558,21975,1,0.55
22625,551558,84992,1,0.55
22626,551558,21975,1,0.55
22627,551558,22456,2,4.95
22628,551558,22457,1,2.95
22629,551558,22631,1,1.95
22630,551558,21931,1,2.08
22631,551558,22385,1,2.08
22632,551558,20726,1,1.65
22633,551558,23206,2,1.65
22634,551558,22383,1,1.65
22635,551558,20728,1,1.65
22636,551558,22794,1,7.95
22637,551558,23147,1,1.45
22638,551558,22796,1,9.95
22639,551558,22326,1,2.95
22640,551558,21558,1,2.55
22641,551558,22757,1,1.25
22642,551558,21041,1,2.95
22643,551558,72349B,5,2.1
22644,551558,21137,1,3.75
22645,551558,21137,1,3.75
22646,551558,84789,1,3.75
22647,551558,21930,1,2.08
22648,551558,20727,1,1.65
22649,551558,22355,1,0.85
22650,551558,22381,2,2.1
22651,551558,22664,2,2.1
22652,551558,22385,3,2.08
22653,551558,23206,2,1.65
22654,551558,22383,1,1.65
22655,551558,22355,3,0.85
22656,551558,21926,6,1.25
22657,551558,22755,1,0.85
22658,551558,22754,1,0.85
22659,551558,84920,1,3.75
22660,551558,21041,1,2.95
22661,551558,22665,1,2.95
22662,551558,85163B,1,12.75
22663,551558,22222,2,4.95
22664,551558,85114A,8,1.65
22665,551558,85114B,4,1.65
22666,551558,84510A,1,1.25
22667,551558,21976,1,0.55
22668,551558,21975,2,0.55
22669,551558,21242,6,1.69
22670,551558,20676,4,1.25
22671,551558,22135,1,0.42
22672,551558,21216,1,4.95
22673,551558,22553,1,1.65
22674,551558,22087,11,2.95
22675,551558,46138B,1,0.85
22676,551558,22760,1,12.75
22677,551559,22754,216,0.72
22678,551559,22755,72,0.72
22679,551559,22753,72,0.72
22680,551559,21792,24,3.95
22681,551559,22823,2,110.0
22682,551559,84800S,36,1.06
22683,551560,20836,12,0.83
22684,551560,20840,6,0.85
22685,551560,20837,12,0.83
22686,551560,20838,12,0.85
22687,551560,21792,24,3.95
22688,551560,23073,12,11.15
22689,551560,23160,120,1.04
22690,551560,23161,120,1.04
22691,551560,23164,36,4.15
22692,551560,23162,48,3.29
22693,551576,22536,60,0.36
22694,551588,22963,-2,0.85
22695,551588,22962,-3,0.85
22696,551588,22326,-3,2.95
22697,551617,85123A,192,2.55
22698,551618,21471,48,2.95
22699,551618,47566,50,3.75
22700,551618,15056N,60,4.95
22701,551647,23150,6,2.49
22702,551647,23146,6,3.29
22703,551647,23147,12,1.45
22704,551647,23148,12,0.85
22705,551650,85130A,12,1.65
22706,551650,84970S,24,0.85
22707,551650,84970L,12,0.95
22708,551650,84947,12,1.25
22709,551650,84946,12,1.25
22710,551650,84755,24,0.65
22711,551650,82486,8,8.95
22712,551650,82581,12,0.55
22713,551650,84988,12,1.45
22714,551650,47566,12,4.95
22715,551650,23207,10,1.65
22716,551650,23206,10,1.65
22717,551650,22892,12,1.25
22718,551650,22773,12,1.25
22719,551650,22715,12,0.42
22720,551650,22666,6,2.95
22721,551650,22662,10,1.65
22722,551650,22630,12,1.95
22723,551650,22639,6,2.55
22724,551650,22456,12,4.95
22725,551650,22384,10,1.65
22726,551650,22382,10,1.65
22727,551650,22341,12,1.65
22728,551650,22178,12,1.25
22729,551650,22090,12,2.95
22730,551650,22089,12,2.95
22731,551650,22087,12,2.95
22732,551650,22032,12,0.42
22733,551650,22027,12,0.42
22734,551650,22026,12,0.42
22735,551650,21916,24,0.42
22736,551650,21874,12,1.25
22737,551650,21873,12,1.25
22738,551650,21870,12,1.25
22739,551650,21755,4,5.95
22740,551650,21775,12,1.25
22741,551650,21673,12,1.25
22742,551650,21672,12,1.25
22743,551650,21671,12,1.25
22744,551650,21670,12,1.25
22745,551650,21668,12,1.25
22746,551650,21519,12,0.42
22747,551650,21507,12,0.42
22748,551650,21447,12,1.25
22749,551650,21340,2,12.75
22750,551650,21465,6,3.75
22751,551650,21466,6,3.75
22752,551650,21462,6,6.75
22753,551650,21181,12,2.1
22754,551650,21175,12,2.55
22755,551650,20727,10,1.65
22756,551650,15056N,10,5.95
22757,551650,21199,12,1.65
22758,551650,21114,10,1.25
22759,551659,21668,-3,1.06
22760,551659,85053,-1,2.1
22761,551659,84970S,-1,0.85
22762,551659,22645,-1,1.25
22763,551685,POST,-1,8142.75
22764,551686,22352,6,2.55
22765,551686,85150,5,2.55
22766,551686,22433,5,1.95
22767,551686,22431,8,1.95
22768,551686,23154,12,2.08
22769,551686,23156,12,2.08
22770,551686,23158,12,2.08
22771,551686,23159,12,2.08
22772,551686,82581,25,0.55
22773,551686,82580,25,0.55
22774,551686,21754,2,5.95
22775,551686,22502,1,5.95
22776,551686,47566,3,4.95
22777,551686,22085,3,2.95
22778,551686,82582,3,2.1
22779,551686,22083,3,2.95
22780,551686,22090,2,2.95
22781,551686,22178,192,1.06
22782,551686,23284,1,7.95
22783,551686,47566,3,4.95
22784,551686,22089,3,2.95
22785,551688,21479,8,3.75
22786,551688,22139,3,4.95
22787,551688,22553,24,1.65
22788,551688,21967,24,0.29
22789,551688,21745,12,3.75
22790,551688,22652,10,1.65
22791,551688,21212,24,0.55
22792,551688,21213,24,0.55
22793,551688,22993,24,1.25
22794,551688,21218,6,3.75
22795,551688,22722,4,3.95
22796,551688,20727,10,1.65
22797,551688,22499,6,5.95
22798,551696,21137,48,3.39
22799,551696,82001S,24,3.39
22800,551696,21931,10,2.08
22801,551696,22355,10,0.85
22802,551696,20723,10,0.85
22803,551696,20724,10,0.85
22804,551696,22356,10,0.85
22805,551696,47566,8,4.95
22806,551696,21154,10,1.25
22807,551696,47559B,10,1.25
22808,551696,21169,12,1.69
22809,551696,21903,12,2.1
22810,551696,82582,12,2.1
22811,551696,82600,12,2.1
22812,551696,22413,6,2.95
22813,551696,22671,12,1.65
22814,551696,22672,12,1.65
22815,551696,82551,12,1.45
22816,551696,23201,10,2.08
22817,551696,23206,10,1.65
22818,551696,23204,20,0.85
22819,551696,23207,10,1.65
22820,551696,23205,10,0.85
22821,551696,23208,10,1.65
22822,551696,35598B,24,0.65
22823,551696,85132B,12,1.95
22824,551696,85132A,12,1.95
22825,551696,85132C,12,1.95
22826,551696,85123A,32,2.55
22827,551697,POST,1,8142.75
22828,551698,23199,200,1.79
22829,551698,23201,200,1.79
22830,551698,21932,50,1.65
22831,551698,21933,50,1.65
22832,551698,84683,48,0.65
22833,551698,84705C,12,1.25
22834,551698,85144,65,1.95
22835,551698,85141,20,3.95
22836,551699,M,-1,6930.0
22837,551712,22798,-1,2.95
22838,551737,20754,-1,2.1
22839,551747,21286,36,0.85
22840,551747,21284,96,0.42
22841,551747,37413,96,0.39
22842,551747,79063C,100,0.18
22843,551747,85173,48,0.85
22844,551747,84917,28,5.95
22845,551747,84916,8,4.95
22846,551747,84915,40,1.25
22847,551747,84766,24,1.95
22848,551747,84509G,48,1.25
22849,551747,82613C,40,0.42
22850,551747,82613B,40,0.42
22851,551747,47503A,144,0.42
22852,551747,90125D,48,0.85
22853,551747,90125C,48,0.85
22854,551747,90125A,48,0.85
22855,551747,22610,288,0.21
22856,551747,22609,288,0.21
22857,551747,22608,288,0.21
22858,551747,21884,288,0.19
22859,551747,21881,288,0.19
22860,551747,21650,192,0.19
22861,551747,21109,24,1.95
22862,551747,21065,96,1.25
22863,551747,85170D,72,0.85
22864,551747,85170C,72,0.85
22865,551747,85170B,72,0.85
22866,551747,75178,144,0.42
22867,551747,47504K,48,0.85
22868,551747,47504H,48,0.85
22869,551747,22702,72,0.85
22870,551747,22701,48,0.85
22871,551747,22700,96,0.85
22872,551747,22377,30,0.85
22873,551747,22378,50,0.85
22874,551747,84818,48,0.85
22875,551747,84660B,40,1.25
22876,551747,84313C,24,1.95
22877,551747,85212,144,0.21
22878,551747,22473,16,1.95
22879,551747,85131A,144,0.42
22880,551747,85039C,96,0.42
22881,551747,85039B,96,0.42
22882,551747,85039A,96,0.42
22883,551747,35971,48,0.42
22884,551747,35471D,24,0.65
22885,551747,35004G,48,1.95
22886,551747,22167,24,3.95
22887,551747,22165,24,3.95
22888,551747,22104,96,0.42
22889,551747,22095,72,0.42
22890,551747,22094,72,0.42
22891,551747,22093,36,0.42
22892,551747,22092,36,0.42
22893,551747,22091,36,0.42
22894,551747,21374,48,1.25
22895,551747,21368,48,0.85
22896,551747,21367,48,0.85
22897,551774,21374,1,3.75
22898,551774,85114A,1,1.65
22899,551774,20773,1,1.65
22900,551774,21293,2,2.1
22901,551774,21201,1,2.55
22902,551774,21942,1,0.85
22903,551774,84212,12,0.65
22904,551774,20754,1,2.1
22905,551774,21326,2,0.65
22906,551774,37448,1,1.49
22907,551774,22433,1,1.95
22908,551774,85174,1,4.95
22909,551774,20771,1,2.55
22910,551774,21937,1,2.95
22911,551774,22333,1,1.65
22912,551774,21161,1,1.45
22913,551774,21381,1,1.69
22914,551774,21718,1,1.25
22915,551774,47599A,1,2.1
22916,551774,17090D,1,1.25
22917,551774,22417,1,0.55
22918,551774,85123A,3,2.95
22919,551774,21523,1,7.95
22920,551774,18097C,1,2.55
22921,551774,85173,1,2.55
22922,551774,21868,5,1.25
22923,551774,22607,1,9.95
22924,551774,22487,2,9.95
22925,551774,21080,2,0.85
22926,551839,22087,160,2.55
22927,551839,20750,2,7.95
22928,551839,21928,2,2.08
22929,551839,21929,2,2.08
22930,551839,22411,10,2.08
22931,551841,22719,-4,1.06
22932,551843,20750,2,7.95
22933,551843,20749,2,7.95
22934,551843,47566,4,4.95
22935,551843,21843,1,10.95
22936,551843,22607,2,9.95
22937,551843,23299,6,3.75
22938,551843,23298,3,4.95
22939,551843,22993,12,1.25
22940,551843,21977,24,0.55
22941,551843,21975,24,0.55
22942,551843,22417,24,0.55
22943,551843,84991,24,0.55
22944,551843,22956,6,2.1
22945,551843,84945,24,0.85
22946,551843,23133,2,8.25
22947,551843,71053,4,3.75
22948,551845,23284,1,7.95
22949,551845,21891,1,1.45
22950,551845,22440,2,0.42
22951,551845,21161,1,1.45
22952,551845,22197,2,0.85
22953,551845,22097,1,1.25
22954,551845,22993,1,1.25
22955,551845,22093,1,1.25
22956,551852,22666,6,2.95
22957,551852,22960,6,4.25
22958,551852,22978,6,3.75
22959,551852,21217,6,9.95
22960,551852,22721,3,4.95
22961,551852,22840,2,7.95
22962,551852,22841,2,7.95
22963,551852,47591D,8,1.95
22964,551852,84380,12,1.25
22965,551852,21218,6,3.75
22966,551852,21042,3,5.95
22967,551852,21041,6,2.95
22968,551852,22665,6,2.95
22969,551855,22966,3,1.25
22970,551855,22993,4,1.25
22971,551855,84969,2,4.25
22972,551855,23254,2,4.15
22973,551855,23256,2,4.15
22974,551855,85049G,1,1.25
22975,551855,85049H,1,1.25
22976,551855,85049D,1,1.25
22977,551855,85049C,1,1.25
22978,551855,85049F,1,1.25
22979,551855,84879,24,1.69
22980,551855,21913,3,3.75
22981,551855,21912,3,3.75
22982,551855,22990,2,4.95
22983,551855,23008,2,16.95
22984,551855,23007,2,16.95
22985,551855,23003,24,0.42
22986,551855,22998,24,0.42
22987,551855,22997,24,0.42
22988,551855,23152,2,3.75
22989,551855,82484,6,7.95
22990,551855,23201,6,2.08
22991,551855,22385,5,2.08
22992,551855,21929,2,2.08
22993,551855,21928,4,2.08
22994,551855,22663,6,2.08
22995,551855,85099C,3,2.08
22996,551855,85099B,3,2.08
22997,551855,21770,3,4.95
22998,551855,22077,1,1.65
22999,551855,23065,3,12.5
23000,551855,23148,12,0.83
23001,551855,23147,6,1.45
23002,551855,22665,2,2.95
23003,551855,22423,3,12.75
23004,551855,22766,4,2.95
23005,551855,84406B,8,4.15
23006,551855,23069,2,6.25
23007,551855,23066,4,8.25
23008,551855,23142,2,10.4
23009,551855,21716,3,2.55
23010,551855,21755,4,5.95
23011,551855,22794,2,7.95
23012,551855,22048,25,0.42
23013,551855,22047,25,0.42
23014,551855,22045,25,0.42
23015,551855,22046,25,0.42
23016,551855,23230,25,0.42
23017,551855,21500,25,0.42
23018,551855,22845,2,6.35
23019,551855,22844,2,8.5
23020,551855,23146,3,3.29
23021,551855,82482,6,2.55
23022,551855,22770,2,14.95
23023,551855,22622,2,11.95
23024,551855,22621,3,1.65
23025,551855,22968,1,9.95
23026,551855,22666,2,2.95
23027,551855,22027,12,0.42
23028,551855,22029,12,0.42
23029,551855,22023,12,0.42
23030,551855,22026,12,0.42
23031,551863,84625C,-1,0.85
23032,551863,21395,-2,0.39
23033,551863,21394,-2,0.39
23034,551865,22558,-1,1.65
23035,551865,21156,-8,1.95
23036,551865,21039,-6,2.55
23037,551868,22556,24,1.65
23038,551868,22553,24,1.65
23039,551868,21915,36,1.25
23040,551868,21914,36,1.25
23041,551868,21754,9,5.95
23042,551868,22120,12,8.5
23043,551868,21340,8,9.95
23044,551868,21212,24,0.55
23045,551868,21213,24,0.55
23046,551868,21976,24,0.55
23047,551868,21977,24,0.55
23048,551868,21218,24,3.25
23049,551868,84879,40,1.69
23050,551868,21171,12,1.45
23051,551868,22675,12,1.25
23052,551868,21172,12,1.45
23053,551868,21770,12,4.95
23054,551868,23148,24,0.83
23055,551868,23147,12,1.45
23056,551868,23146,8,3.29
23057,551868,22744,6,2.95
23058,551868,22077,12,1.65
23059,551868,21889,12,1.25
23060,551868,22620,12,1.45
23061,551868,22622,12,9.95
23062,551868,21506,24,0.42
23063,551868,22023,12,0.42
23064,551868,22027,12,0.42
23065,551868,22028,12,0.42
23066,551868,22037,12,0.42
23067,551868,21519,24,0.42
23068,551868,22715,24,0.42
23069,551868,21880,12,0.65
23070,551868,23231,25,0.42
23071,551868,23230,25,0.42
23072,551868,84077,48,0.29
23073,551868,21071,12,1.25
23074,551868,21844,18,2.95
23075,551868,21874,12,1.25
23076,551868,21877,12,1.25
23077,551868,POST,8,28.0
23078,551889,22087,40,2.55
23079,551889,71459,48,0.85
23080,551889,21715,8,2.55
23081,551889,21716,8,2.55
23082,551889,84946,72,1.06
23083,551889,22918,12,0.65
23084,551889,22916,12,0.65
23085,551889,22919,12,0.65
23086,551889,22917,12,0.65
23087,551889,22920,12,0.65
23088,551889,22921,12,0.65
23089,551893,47566,12,4.95
23090,551893,85174,16,4.25
23091,551893,21922,12,6.95
23092,551893,22487,4,8.5
23093,551893,22196,24,0.85
23094,551893,84828,12,1.25
23095,551893,22993,12,1.25
23096,551893,21212,24,0.55
23097,551893,21977,24,0.55
23098,551893,22722,4,3.95
23099,551893,84380,12,1.25
23100,551893,84375,12,2.1
23101,551893,84378,12,1.25
23102,551893,22896,12,2.55
23103,551893,22960,6,4.25
23104,551893,20975,24,0.65
23105,551894,22084,12,2.95
23106,551894,21975,24,0.55
23107,551894,47590A,3,5.45
23108,551946,22193,12,7.65
23109,551946,22501,16,8.5
23110,551946,22502,16,4.95
23111,551955,84945,384,0.72
23112,551955,84947,36,1.25
23113,551966,23298,2,4.95
23114,551966,47566B,1,4.95
23115,551966,47566,2,4.95
23116,551966,22488,4,1.65
23117,551966,22900,1,3.25
23118,551966,22998,5,0.42
23119,551966,23002,4,0.42
23120,551966,22616,12,0.29
23121,551966,22664,2,2.1
23122,551966,22380,1,2.1
23123,551966,23201,5,2.08
23124,551966,23207,10,1.65
23125,551966,22355,10,0.85
23126,551966,23205,10,0.85
23127,551966,22380,1,2.1
23128,551966,22661,3,0.85
23129,551966,22384,2,1.65
23130,551966,22356,4,0.85
23131,551966,23206,2,1.65
23132,551966,22383,1,1.65
23133,551966,22383,3,1.65
23134,551966,22666,1,2.95
23135,551966,21394,6,0.39
23136,551966,23150,1,2.49
23137,551966,22993,1,1.25
23138,551966,22976,2,1.25
23139,551966,22975,2,1.25
23140,551966,22977,4,1.25
23141,551966,22426,1,3.75
23142,551966,23148,3,0.83
23143,551966,21169,2,1.69
23144,551966,82552,5,1.45
23145,551966,82551,4,1.45
23146,551966,23151,1,2.49
23147,551966,22413,3,2.95
23148,551966,21166,5,2.08
23149,551966,21169,2,1.69
23150,551966,21175,4,2.55
23151,551966,82583,5,2.1
23152,551966,85152,5,2.1
23153,551966,85150,4,2.55
23154,551966,82567,2,2.1
23155,551966,85071B,1,2.95
23156,551966,84375,1,2.1
23157,551966,82600,2,2.1
23158,551966,21164,2,2.95
23159,551966,21904,1,2.1
23160,551966,21908,5,2.1
23161,551966,21907,3,2.1
23162,551966,21181,4,2.1
23163,551966,21904,3,2.1
23164,551966,21399,6,0.39
23165,551966,21318,6,0.39
23166,551966,20801,4,0.79
23167,551966,22804,4,2.95
23168,551966,21733,3,2.95
23169,551966,85123A,7,2.95
23170,551966,22329,2,1.65
23171,551966,22659,4,1.95
23172,551966,22630,5,1.95
23173,551966,22631,3,1.95
23174,551966,22629,4,1.95
23175,551966,84879,3,1.69
23176,551966,21136,4,1.69
23177,551976,48187,30,6.75
23178,551976,48184,30,6.75
23179,551976,22558,48,1.45
23180,551976,22423,24,10.95
23181,551976,20719,100,0.72
23182,551977,22752,24,7.65
23183,551977,21500,50,0.42
23184,551977,16156S,50,0.42
23185,551981,85123A,192,2.55
23186,551981,22804,64,2.55
23187,551981,21733,96,2.55
23188,551983,22501,2,9.95
23189,551983,21089,1,0.19
23190,551983,21932,10,1.65
23191,551983,21933,10,1.65
23192,551983,22485,2,12.75
23193,551983,22665,6,2.95
23194,551983,23206,10,1.65
23195,551983,23199,10,2.08
23196,551983,22844,2,8.5
23197,551983,22845,2,6.35
23198,551983,21212,24,0.55
23199,551983,84991,24,0.55
23200,551983,22951,24,0.55
23201,551983,21977,24,0.55
23202,551983,20724,10,0.85
23203,551983,21936,5,2.95
