invoice_line_id,invoice_no,invoice_date,customer_id,is_cancelled,invoice_total,stock_code,quantity,line_unit_price,line_total,flag_zero_price,flag_zero_total,flag_negative_quantity,flag_negative_line_total,flag_negative_invoice_total,flag_cancel_sign_mismatch,flag_duplicate_like_line,flag_outlier_invoice_total,flag_outlier_quantity,flag_outlier_line_unit_price,flag_outlier_line_total
14577,545692,2011-03-06 12:58:00,17428,False,510.7,21527,2,7.95,15.9,False,False,False,False,False,False,False,False,False,True,False
14578,545692,2011-03-06 12:58:00,17428,False,510.7,21539,3,4.95,14.85,False,False,False,False,False,False,False,False,False,False,False
14579,545692,2011-03-06 12:58:00,17428,False,510.7,21843,1,10.95,10.95,False,False,False,False,False,False,False,False,False,True,False
14580,545692,2011-03-06 12:58:00,17428,False,510.7,22073,4,3.75,15.0,False,False,False,False,False,False,False,False,False,False,False
14581,545692,2011-03-06 12:58:00,17428,False,510.7,22072,12,3.75,45.0,False,False,False,False,False,False,False,False,False,False,False
14582,545692,2011-03-06 12:58:00,17428,False,510.7,22554,12,1.65,19.8,False,False,False,False,False,False,False,False,False,False,False
14583,545692,2011-03-06 12:58:00,17428,False,510.7,22556,12,1.65,19.8,False,False,False,False,False,False,False,False,False,False,False
14584,545692,2011-03-06 12:58:00,17428,False,510.7,22555,12,1.65,19.8,False,False,False,False,False,False,False,False,False,False,False
14585,545692,2011-03-06 12:58:00,17428,False,510.7,22631,12,1.95,23.4,False,False,False,False,False,False,False,False,False,False,False
14586,545692,2011-03-06 12:58:00,17428,False,510.7,22629,12,1.95,23.4,False,False,False,False,False,False,False,False,False,False,False
14587,545692,2011-03-06 12:58:00,17428,False,510.7,22328,48,2.55,122.4,False,False,False,False,False,False,False,False,True,False,True
14588,545692,2011-03-06 12:58:00,17428,False,510.7,22326,48,2.55,122.4,False,False,False,False,False,False,False,False,True,False,True
14589,545692,2011-03-06 12:58:00,17428,False,510.7,22423,2,12.75,25.5,False,False,False,False,False,False,False,False,False,True,False
14590,545692,2011-03-06 12:58:00,17428,False,510.7,22890,2,9.95,19.9,False,False,False,False,False,False,False,False,False,True,False
14591,545704,2011-03-07 08:30:00,16638,False,215.55,22171,4,8.5,34.0,False,False,False,False,False,False,False,False,False,True,False
14592,545704,2011-03-07 08:30:00,16638,False,215.55,84632,2,59.95,119.9,False,False,False,False,False,False,False,False,False,True,True
14593,545704,2011-03-07 08:30:00,16638,False,215.55,21106,6,2.95,17.700000000000003,False,False,False,False,False,False,False,False,False,False,False
14594,545704,2011-03-07 08:30:00,16638,False,215.55,21107,6,2.95,17.700000000000003,False,False,False,False,False,False,False,False,False,False,False
14595,545704,2011-03-07 08:30:00,16638,False,215.55,21110,2,6.75,13.5,False,False,False,False,False,False,False,False,False,False,False
14596,545704,2011-03-07 08:30:00,16638,False,215.55,21002,3,4.25,12.75,False,False,False,False,False,False,False,False,False,False,False
14597,545709,2011-03-07 09:49:00,12708,False,282.66,22989,6,3.25,19.5,False,False,False,False,False,False,False,False,False,False,False
14598,545709,2011-03-07 09:49:00,12708,False,282.66,22963,12,0.85,10.2,False,False,False,False,False,False,False,False,False,False,False
14599,545709,2011-03-07 09:49:00,12708,False,282.66,22962,12,0.85,10.2,False,False,False,False,False,False,False,False,False,False,False
14600,545709,2011-03-07 09:49:00,12708,False,282.66,22326,6,2.95,17.700000000000003,False,False,False,False,False,False,False,False,False,False,False
14601,545709,2011-03-07 09:49:00,12708,False,282.66,21578,6,2.25,13.5,False,False,False,False,False,False,False,False,False,False,False
14602,545709,2011-03-07 09:49:00,12708,False,282.66,22467,6,2.55,15.3,False,False,False,False,False,False,False,False,False,False,False
14603,545709,2011-03-07 09:49:00,12708,False,282.66,22243,12,1.65,19.8,False,False,False,False,False,False,False,False,False,False,False
14604,545709,2011-03-07 09:49:00,12708,False,282.66,22328,6,2.95,17.700000000000003,False,False,False,False,False,False,False,False,False,False,False
14605,545709,2011-03-07 09:49:00,12708,False,282.66,22554,12,1.65,19.8,False,False,False,False,False,False,False,False,False,False,False
14606,545709,2011-03-07 09:49:00,12708,False,282.66,22555,12,1.65,19.8,False,False,False,False,False,False,False,False,False,False,False
14607,545709,2011-03-07 09:49:00,12708,False,282.66,22556,12,1.65,19.8,False,False,False,False,False,False,False,False,False,False,False
14608,545709,2011-03-07 09:49:00,12708,False,282.66,21156,8,1.95,15.6,False,False,False,False,False,False,False,False,False,False,False
14609,545709,2011-03-07 09:49:00,12708,False,282.66,22367,8,1.95,15.6,False,False,False,False,False,False,False,False,False,False,False
14610,545709,2011-03-07 09:49:00,12708,False,282.66,22534,24,0.42,10.08,False,False,False,False,False,False,False,False,False,False,False
14611,545709,2011-03-07 09:49:00,12708,False,282.66,22535,24,0.42,10.08,False,False,False,False,False,False,False,False,False,False,False
14612,545709,2011-03-07 09:49:00,12708,False,282.66,21672,12,1.25,15.0,False,False,False,False,False,False,False,False,False,False,False
14613,545709,2011-03-07 09:49:00,12708,False,282.66,21673,12,1.25,15.0,False,False,False,False,False,False,False,False,False,False,False
14614,545709,2011-03-07 09:49:00,12708,False,282.66,POST,1,18.0,18.0,False,False,False,False,False,False,False,False,False,True,False
14615,545722,2011-03-07 11:06:00,16013,False,475.2000000000001,79321,96,4.95,475.2000000000001,False,False,False,False,False,False,False,False,True,False,True
14616,545764,2011-03-07 12:00:00,13408,False,294.17,46000S,2,1.45,2.9,False,False,False,False,False,False,False,False,False,False,False
14617,545764,2011-03-07 12:00:00,13408,False,294.17,37413,1,0.39,0.39,False,False,False,False,False,False,False,False,False,False,False
14618,545764,2011-03-07 12:00:00,13408,False,294.17,21506,24,0.42,10.08,False,False,False,False,False,False,False,False,False,False,False
14619,545764,2011-03-07 12:00:00,13408,False,294.17,85123A,6,2.95,17.700000000000003,False,False,False,False,False,False,False,False,False,False,False
14620,545764,2011-03-07 12:00:00,13408,False,294.17,21622,2,4.95,9.9,False,False,False,False,False,False,False,False,False,False,False
14621,545764,2011-03-07 12:00:00,13408,False,294.17,22332,12,1.65,19.8,False,False,False,False,False,False,False,False,False,False,False
14622,545764,2011-03-07 12:00:00,13408,False,294.17,22333,10,1.65,16.5,False,False,False,False,False,False,False,False,False,False,False
14623,545764,2011-03-07 12:00:00,13408,False,294.17,84997D,8,4.15,33.2,False,False,False,False,False,False,False,False,False,False,False
14624,545764,2011-03-07 12:00:00,13408,False,294.17,22084,24,2.95,70.80000000000001,False,False,False,False,False,False,False,False,False,False,True
14625,545764,2011-03-07 12:00:00,13408,False,294.17,22191,1,8.5,8.5,False,False,False,False,False,False,False,False,False,True,False
14626,545764,2011-03-07 12:00:00,13408,False,294.17,22745,8,2.1,16.8,False,False,False,False,False,False,False,False,False,False,False
14627,545764,2011-03-07 12:00:00,13408,False,294.17,22746,8,2.1,16.8,False,False,False,False,False,False,False,False,False,False,False
14628,545764,2011-03-07 12:00:00,13408,False,294.17,22667,8,2.95,23.6,False,False,False,False,False,False,False,False,False,False,False
14629,545764,2011-03-07 12:00:00,13408,False,294.17,22666,8,2.95,23.6,False,False,False,False,False,False,False,False,False,False,False
14630,545764,2011-03-07 12:00:00,13408,False,294.17,22665,8,2.95,23.6,False,False,False,False,False,False,False,False,False,False,False
14631,545828,2011-03-07 13:05:00,15189,True,-69.89999999999999,22697,-1,2.95,-2.95,False,False,True,True,True,False,False,False,False,False,False
14632,545828,2011-03-07 13:05:00,15189,True,-69.89999999999999,84978,-1,1.25,-1.25,False,False,True,True,True,False,False,False,False,False,False
14633,545828,2011-03-07 13:05:00,15189,True,-69.89999999999999,22423,-6,10.95,-65.69999999999999,False,False,True,True,True,False,False,False,False,True,True
14634,545829,2011-03-07 13:08:00,15290,True,-45.0,84380,-12,1.25,-15.0,False,False,True,True,True,False,False,False,False,False,False
14635,545829,2011-03-07 13:08:00,15290,True,-45.0,84378,-24,1.25,-30.0,False,False,True,True,True,False,False,False,True,False,True
14636,545833,2011-03-07 13:14:00,16013,True,-25.25,22507,-1,4.25,-4.25,False,False,True,True,True,False,False,False,False,False,False
14637,545833,2011-03-07 13:14:00,16013,True,-25.25,22178,-3,1.06,-3.18,False,False,True,True,True,False,False,False,False,False,False
14638,545833,2011-03-07 13:14:00,16013,True,-25.25,22158,-5,2.55,-12.75,False,False,True,True,True,False,False,False,False,False,False
14639,545833,2011-03-07 13:14:00,16013,True,-25.25,85053,-3,1.69,-5.07,False,False,True,True,True,False,False,False,False,False,False
14640,545836,2011-03-07 13:19:00,14606,True,-11.05,21067,-1,1.25,-1.25,False,False,True,True,True,False,False,False,False,False,False
14641,545836,2011-03-07 13:19:00,14606,True,-11.05,21630,-1,8.95,-8.95,False,False,True,True,True,False,False,False,False,True,False
14642,545836,2011-03-07 13:19:00,14606,True,-11.05,21789,-1,0.85,-0.85,False,False,True,True,True,False,False,False,False,False,False
14643,545838,2011-03-07 13:33:00,14606,False,106.37,47566B,1,4.95,4.95,False,False,False,False,False,False,False,False,False,False,False
14644,545838,2011-03-07 13:33:00,14606,False,106.37,47590B,1,5.45,5.45,False,False,False,False,False,False,False,False,False,False,False
14645,545838,2011-03-07 13:33:00,14606,False,106.37,47590A,1,5.45,5.45,False,False,False,False,False,False,False,False,False,False,False
14646,545838,2011-03-07 13:33:00,14606,False,106.37,22377,1,2.1,2.1,False,False,False,False,False,False,False,False,False,False,False
14647,545838,2011-03-07 13:33:00,14606,False,106.37,22379,1,2.1,2.1,False,False,False,False,False,False,False,False,False,False,False
14648,545838,2011-03-07 13:33:00,14606,False,106.37,22381,1,2.1,2.1,False,False,False,False,False,False,True,False,False,False,False
14649,545838,2011-03-07 13:33:00,14606,False,106.37,20749,1,7.95,7.95,False,False,False,False,False,False,False,False,False,True,False
14650,545838,2011-03-07 13:33:00,14606,False,106.37,20727,1,1.65,1.65,False,False,False,False,False,False,True,False,False,False,False
14651,545838,2011-03-07 13:33:00,14606,False,106.37,20728,1,1.65,1.65,False,False,False,False,False,False,True,False,False,False,False
14652,545838,2011-03-07 13:33:00,14606,False,106.37,90214P,1,1.25,1.25,False,False,False,False,False,False,False,False,False,False,False
14653,545838,2011-03-07 13:33:00,14606,False,106.37,84509B,3,3.75,11.25,False,False,False,False,False,False,False,False,False,False,False
14654,545838,2011-03-07 13:33:00,14606,False,106.37,22197,8,0.85,6.8,False,False,False,False,False,False,False,False,False,False,False
14655,545838,2011-03-07 13:33:00,14606,False,106.37,22359,1,2.95,2.95,False,False,False,False,False,False,False,False,False,False,False
14656,545838,2011-03-07 13:33:00,14606,False,106.37,22466,1,1.95,1.95,False,False,False,False,False,False,False,False,False,False,False
14657,545838,2011-03-07 13:33:00,14606,False,106.37,21875,1,1.25,1.25,False,False,False,False,False,False,False,False,False,False,False
14658,545838,2011-03-07 13:33:00,14606,False,106.37,21418,1,2.55,2.55,False,False,False,False,False,False,False,False,False,False,False
14659,545838,2011-03-07 13:33:00,14606,False,106.37,22333,1,1.65,1.65,False,False,False,False,False,False,False,False,False,False,False
14660,545838,2011-03-07 13:33:00,14606,False,106.37,22331,1,1.65,1.65,False,False,False,False,False,False,False,False,False,False,False
14661,545838,2011-03-07 13:33:00,14606,False,106.37,22467,1,2.55,2.55,False,False,False,False,False,False,False,False,False,False,False
14662,545838,2011-03-07 13:33:00,14606,False,106.37,22227,3,0.65,1.95,False,False,False,False,False,False,False,False,False,False,False
14663,545838,2011-03-07 13:33:00,14606,False,106.37,22488,1,1.65,1.65,False,False,False,False,False,False,False,False,False,False,False
14664,545838,2011-03-07 13:33:00,14606,False,106.37,84378,1,1.25,1.25,False,False,False,False,False,False,False,False,False,False,False
14665,545838,2011-03-07 13:33:00,14606,False,106.37,22286,1,1.65,1.65,False,False,False,False,False,False,False,False,False,False,False
14666,545838,2011-03-07 13:33:00,14606,False,106.37,22348,1,0.85,0.85,False,False,False,False,False,False,False,False,False,False,False
14667,545838,2011-03-07 13:33:00,14606,False,106.37,20986,1,1.25,1.25,False,False,False,False,False,False,False,False,False,False,False
14668,545838,2011-03-07 13:33:00,14606,False,106.37,21630,1,8.95,8.95,False,False,False,False,False,False,False,False,False,True,False
14669,545838,2011-03-07 13:33:00,14606,False,106.37,20727,1,1.65,1.65,False,False,False,False,False,False,True,False,False,False,False
14670,545838,2011-03-07 13:33:00,14606,False,106.37,20728,1,1.65,1.65,False,False,False,False,False,False,True,False,False,False,False
14671,545838,2011-03-07 13:33:00,14606,False,106.37,22381,1,2.1,2.1,False,False,False,False,False,False,True,False,False,False,False
14672,545838,2011-03-07 13:33:00,14606,False,106.37,21577,1,2.25,2.25,False,False,False,False,False,False,False,False,False,False,False
14673,545838,2011-03-07 13:33:00,14606,False,106.37,21738,1,2.95,2.95,False,False,False,False,False,False,False,False,False,False,False
14674,545838,2011-03-07 13:33:00,14606,False,106.37,20971,1,1.25,1.25,False,False,False,False,False,False,False,False,False,False,False
14675,545838,2011-03-07 13:33:00,14606,False,106.37,20972,1,1.25,1.25,False,False,False,False,False,False,False,False,False,False,False
14676,545838,2011-03-07 13:33:00,14606,False,106.37,22227,1,0.65,0.65,False,False,False,False,False,False,False,False,False,False,False
14677,545838,2011-03-07 13:33:00,14606,False,106.37,21447,1,1.25,1.25,False,False,False,False,False,False,False,False,False,False,False
14678,545838,2011-03-07 13:33:00,14606,False,106.37,22545,1,0.42,0.42,False,False,False,False,False,False,False,False,False,False,False
14679,545838,2011-03-07 13:33:00,14606,False,106.37,22566,1,0.85,0.85,False,False,False,False,False,False,False,False,False,False,False
14680,545838,2011-03-07 13:33:00,14606,False,106.37,22150,1,1.95,1.95,False,False,False,False,False,False,False,False,False,False,False
14681,545838,2011-03-07 13:33:00,14606,False,106.37,85169B,2,1.25,2.5,False,False,False,False,False,False,False,False,False,False,False
14682,545838,2011-03-07 13:33:00,14606,False,106.37,51014C,1,0.85,0.85,False,False,False,False,False,False,False,False,False,False,False
14683,545840,2011-03-07 13:35:00,13089,True,-54.75,22423,-5,10.95,-54.75,False,False,True,True,True,False,False,False,False,True,True
14684,545841,2011-03-07 13:36:00,17675,True,-22.5,22729,-2,3.75,-7.5,False,False,True,True,True,False,False,False,False,False,False
14685,545841,2011-03-07 13:36:00,17675,True,-22.5,22728,-1,3.75,-3.75,False,False,True,True,True,False,False,False,False,False,False
14686,545841,2011-03-07 13:36:00,17675,True,-22.5,22727,-3,3.75,-11.25,False,False,True,True,True,False,False,False,False,False,False
14687,545843,2011-03-07 13:37:00,12921,True,-17.7,22456,-1,4.95,-4.95,False,False,True,True,True,False,False,False,False,False,False
14688,545843,2011-03-07 13:37:00,12921,True,-17.7,22423,-1,12.75,-12.75,False,False,True,True,True,False,False,False,False,True,False
14689,545846,2011-03-07 13:39:00,13081,True,-12.75,22236,-1,12.75,-12.75,False,False,True,True,True,False,False,False,False,True,False
14690,545855,2011-03-07 13:52:00,15290,False,246.3,22084,12,2.95,35.400000000000006,False,False,False,False,False,False,False,False,False,False,False
14691,545855,2011-03-07 13:52:00,15290,False,246.3,21078,12,0.85,10.2,False,False,False,False,False,False,False,False,False,False,False
14692,545855,2011-03-07 13:52:00,15290,False,246.3,22077,24,1.65,39.6,False,False,False,False,False,False,False,False,False,False,False
14693,545855,2011-03-07 13:52:00,15290,False,246.3,22908,12,0.85,10.2,False,False,False,False,False,False,False,False,False,False,False
14694,545855,2011-03-07 13:52:00,15290,False,246.3,22568,4,3.75,15.0,False,False,False,False,False,False,False,False,False,False,False
14695,545855,2011-03-07 13:52:00,15290,False,246.3,22262,24,0.85,20.4,False,False,False,False,False,False,False,False,False,False,False
14696,545855,2011-03-07 13:52:00,15290,False,246.3,85206A,12,1.65,19.8,False,False,False,False,False,False,False,False,False,False,False
14697,545855,2011-03-07 13:52:00,15290,False,246.3,22021,12,1.65,19.8,False,False,False,False,False,False,False,False,False,False,False
14698,545855,2011-03-07 13:52:00,15290,False,246.3,21888,8,3.75,30.0,False,False,False,False,False,False,False,False,False,False,False
14699,545855,2011-03-07 13:52:00,15290,False,246.3,22302,12,2.55,30.6,False,False,False,False,False,False,False,False,False,False,False
14700,545855,2011-03-07 13:52:00,15290,False,246.3,22303,6,2.55,15.3,False,False,False,False,False,False,False,False,False,False,False
14701,545866,2011-03-07 14:27:00,17841,True,-9.25,21424,-1,2.95,-2.95,False,False,True,True,True,False,False,False,False,False,False
14702,545866,2011-03-07 14:27:00,17841,True,-9.25,21426,-2,2.1,-4.2,False,False,True,True,True,False,False,False,False,False,False
14703,545866,2011-03-07 14:27:00,17841,True,-9.25,21427,-1,2.1,-2.1,False,False,True,True,True,False,False,False,False,False,False
14704,545867,2011-03-07 14:29:00,17841,True,-2.95,21424,-1,2.95,-2.95,False,False,True,True,True,False,False,False,False,False,False
14705,545868,2011-03-07 14:33:00,17841,False,145.7,21155,6,2.55,15.3,False,False,False,False,False,False,False,False,False,False,False
14706,545868,2011-03-07 14:33:00,17841,False,145.7,22380,1,2.1,2.1,False,False,False,False,False,False,False,False,False,False,False
14707,545868,2011-03-07 14:33:00,17841,False,145.7,21931,1,1.95,1.95,False,False,False,False,False,False,False,False,False,False,False
14708,545868,2011-03-07 14:33:00,17841,False,145.7,21935,1,1.65,1.65,False,False,False,False,False,False,False,False,False,False,False
14709,545868,2011-03-07 14:33:00,17841,False,145.7,22355,4,0.85,3.4,False,False,False,False,False,False,False,False,False,False,False
14710,545868,2011-03-07 14:33:00,17841,False,145.7,20727,2,1.65,3.3,False,False,False,False,False,False,False,False,False,False,False
14711,545868,2011-03-07 14:33:00,17841,False,145.7,20719,2,0.85,1.7,False,False,False,False,False,False,False,False,False,False,False
14712,545868,2011-03-07 14:33:00,17841,False,145.7,79321,1,5.75,5.75,False,False,False,False,False,False,False,False,False,False,False
14713,545868,2011-03-07 14:33:00,17841,False,145.7,35004C,1,5.45,5.45,False,False,False,False,False,False,False,False,False,False,False
14714,545868,2011-03-07 14:33:00,17841,False,145.7,47590A,1,5.45,5.45,False,False,False,False,False,False,False,False,False,False,False
14715,545868,2011-03-07 14:33:00,17841,False,145.7,22664,1,2.1,2.1,False,False,False,False,False,False,False,False,False,False,False
14716,545868,2011-03-07 14:33:00,17841,False,145.7,20707,2,1.25,2.5,False,False,False,False,False,False,False,False,False,False,False
14717,545868,2011-03-07 14:33:00,17841,False,145.7,22773,4,1.25,5.0,False,False,False,False,False,False,False,False,False,False,False
14718,545868,2011-03-07 14:33:00,17841,False,145.7,72349B,2,2.1,4.2,False,False,False,False,False,False,False,False,False,False,False
14719,545868,2011-03-07 14:33:00,17841,False,145.7,22722,1,3.95,3.95,False,False,False,False,False,False,False,False,False,False,False
14720,545868,2011-03-07 14:33:00,17841,False,145.7,22993,2,1.25,2.5,False,False,False,False,False,False,False,False,False,False,False
14721,545868,2011-03-07 14:33:00,17841,False,145.7,22595,6,0.85,5.1,False,False,False,False,False,False,False,False,False,False,False
14722,545868,2011-03-07 14:33:00,17841,False,145.7,22254,2,1.25,2.5,False,False,False,False,False,False,False,False,False,False,False
14723,545868,2011-03-07 14:33:00,17841,False,145.7,71053,1,3.75,3.75,False,False,False,False,False,False,False,False,False,False,False
14724,545868,2011-03-07 14:33:00,17841,False,145.7,22784,1,4.95,4.95,False,False,False,False,False,False,False,False,False,False,False
14725,545868,2011-03-07 14:33:00,17841,False,145.7,22673,2,1.25,2.5,False,False,False,False,False,False,False,False,False,False,False
14726,545868,2011-03-07 14:33:00,17841,False,145.7,15044C,3,2.95,8.850000000000001,False,False,False,False,False,False,False,False,False,False,False
14727,545868,2011-03-07 14:33:00,17841,False,145.7,22804,1,2.95,2.95,False,False,False,False,False,False,False,False,False,False,False
14728,545868,2011-03-07 14:33:00,17841,False,145.7,84078A,1,39.95,39.95,False,False,False,False,False,False,False,False,False,True,False
14729,545868,2011-03-07 14:33:00,17841,False,145.7,22470,3,2.95,8.850000000000001,False,False,False,False,False,False,False,False,False,False,False
14730,545911,2011-03-08 10:12:00,17940,False,181.44,21981,432,0.21,90.72,False,False,False,False,False,False,False,False,True,False,True
14731,545911,2011-03-08 10:12:00,17940,False,181.44,22616,432,0.21,90.72,False,False,False,False,False,False,False,False,True,False,True
14732,545915,2011-03-08 11:44:00,17419,False,329.08,22148,12,1.95,23.4,False,False,False,False,False,False,False,False,False,False,False
14733,545915,2011-03-08 11:44:00,17419,False,329.08,22241,24,1.25,30.0,False,False,False,False,False,False,False,False,False,False,False
14734,545915,2011-03-08 11:44:00,17419,False,329.08,22291,24,1.45,34.8,False,False,False,False,False,False,False,False,False,False,False
14735,545915,2011-03-08 11:44:00,17419,False,329.08,21136,16,1.69,27.04,False,False,False,False,False,False,False,False,False,False,False
14736,545915,2011-03-08 11:44:00,17419,False,329.08,84879,16,1.69,27.04,False,False,False,False,False,False,False,False,False,False,False
14737,545915,2011-03-08 11:44:00,17419,False,329.08,22829,2,9.95,19.9,False,False,False,False,False,False,False,False,False,True,False
14738,545915,2011-03-08 11:44:00,17419,False,329.08,22832,2,10.75,21.5,False,False,False,False,False,False,False,False,False,True,False
14739,545915,2011-03-08 11:44:00,17419,False,329.08,84510A,10,1.25,12.5,False,False,False,False,False,False,False,False,False,False,False
14740,545915,2011-03-08 11:44:00,17419,False,329.08,84509A,4,3.75,15.0,False,False,False,False,False,False,False,False,False,False,False
14741,545915,2011-03-08 11:44:00,17419,False,329.08,84509B,4,3.75,15.0,False,False,False,False,False,False,False,False,False,False,False
14742,545915,2011-03-08 11:44:00,17419,False,329.08,22457,6,2.95,17.700000000000003,False,False,False,False,False,False,False,False,False,False,False
14743,545915,2011-03-08 11:44:00,17419,False,329.08,17013D,12,1.65,19.8,False,False,False,False,False,False,False,False,False,False,False
14744,545915,2011-03-08 11:44:00,17419,False,329.08,21669,12,1.25,15.0,False,False,False,False,False,False,False,False,False,False,False
14745,545915,2011-03-08 11:44:00,17419,False,329.08,21668,12,1.25,15.0,False,False,False,False,False,False,False,False,False,False,False
14746,545915,2011-03-08 11:44:00,17419,False,329.08,21609,6,2.95,17.700000000000003,False,False,False,False,False,False,False,False,False,False,False
14747,545915,2011-03-08 11:44:00,17419,False,329.08,21613,6,2.95,17.700000000000003,False,False,False,False,False,False,False,False,False,False,False
14748,545928,2011-03-08 11:59:00,14407,False,357.18,22848,1,16.95,16.95,False,False,False,False,False,False,False,False,False,True,False
14749,545928,2011-03-08 11:59:00,14407,False,357.18,22722,4,3.95,15.8,False,False,False,False,False,False,False,False,False,False,False
14750,545928,2011-03-08 11:59:00,14407,False,357.18,22720,3,4.95,14.85,False,False,False,False,False,False,False,False,False,False,False
14751,545928,2011-03-08 11:59:00,14407,False,357.18,22424,1,12.75,12.75,False,False,False,False,False,False,False,False,False,True,False
14752,545928,2011-03-08 11:59:00,14407,False,357.18,21181,12,2.1,25.200000000000003,False,False,False,False,False,False,False,False,False,False,False
14753,545928,2011-03-08 11:59:00,14407,False,357.18,21164,6,2.95,17.700000000000003,False,False,False,False,False,False,False,False,False,False,False
14754,545928,2011-03-08 11:59:00,14407,False,357.18,21169,12,1.69,20.28,False,False,False,False,False,False,False,False,False,False,False
14755,545928,2011-03-08 11:59:00,14407,False,357.18,22195,12,1.65,19.8,False,False,False,False,False,False,False,False,False,False,False
14756,545928,2011-03-08 11:59:00,14407,False,357.18,22967,6,2.95,17.700000000000003,False,False,False,False,False,False,False,False,False,False,False
14757,545928,2011-03-08 11:59:00,14407,False,357.18,21465,6,3.75,22.5,False,False,False,False,False,False,False,False,False,False,False
14758,545928,2011-03-08 11:59:00,14407,False,357.18,20712,10,1.95,19.5,False,False,False,False,False,False,False,False,False,False,False
14759,545928,2011-03-08 11:59:00,14407,False,357.18,85099B,10,1.95,19.5,False,False,False,False,False,False,False,False,False,False,False
14760,545928,2011-03-08 11:59:00,14407,False,357.18,71279,6,2.95,17.700000000000003,False,False,False,False,False,False,False,False,False,False,False
14761,545928,2011-03-08 11:59:00,14407,False,357.18,22849,1,16.95,16.95,False,False,False,False,False,False,False,False,False,True,False
14762,545928,2011-03-08 11:59:00,14407,False,357.18,21033,10,2.95,29.5,False,False,False,False,False,False,False,False,False,False,False
14763,545928,2011-03-08 11:59:00,14407,False,357.18,21930,10,1.95,19.5,False,False,False,False,False,False,False,False,False,False,False
14764,545928,2011-03-08 11:59:00,14407,False,357.18,21929,10,1.95,19.5,False,False,False,False,False,False,False,False,False,False,False
14765,545928,2011-03-08 11:59:00,14407,False,357.18,22993,12,1.25,15.0,False,False,False,False,False,False,False,False,False,False,False
14766,545928,2011-03-08 11:59:00,14407,False,357.18,23052,2,8.25,16.5,False,False,False,False,False,False,False,False,False,True,False
14767,545945,2011-03-08 12:07:00,16710,False,122.61,22722,2,3.95,7.9,False,False,False,False,False,False,False,False,False,False,False
14768,545945,2011-03-08 12:07:00,16710,False,122.61,85049F,2,1.25,2.5,False,False,False,False,False,False,False,False,False,False,False
14769,545945,2011-03-08 12:07:00,16710,False,122.61,22979,1,1.45,1.45,False,False,False,False,False,False,False,False,False,False,False
14770,545945,2011-03-08 12:07:00,16710,False,122.61,21592,1,1.25,1.25,False,False,False,False,False,False,False,False,False,False,False
14771,545945,2011-03-08 12:07:00,16710,False,122.61,22077,2,1.65,3.3,False,False,False,False,False,False,False,False,False,False,False
14772,545945,2011-03-08 12:07:00,16710,False,122.61,22980,1,1.65,1.65,False,False,False,False,False,False,False,False,False,False,False
14773,545945,2011-03-08 12:07:00,16710,False,122.61,22264,4,0.85,3.4,False,False,False,False,False,False,False,False,False,False,False
14774,545945,2011-03-08 12:07:00,16710,False,122.61,22726,2,3.75,7.5,False,False,False,False,False,False,False,False,False,False,False
14775,545945,2011-03-08 12:07:00,16710,False,122.61,22727,2,3.75,7.5,False,False,False,False,False,False,False,False,False,False,False
14776,545945,2011-03-08 12:07:00,16710,False,122.61,22858,1,1.65,1.65,False,False,False,False,False,False,False,False,False,False,False
14777,545945,2011-03-08 12:07:00,16710,False,122.61,22860,3,1.65,4.949999999999999,False,False,False,False,False,False,False,False,False,False,False
14778,545945,2011-03-08 12:07:00,16710,False,122.61,22766,4,2.95,11.8,False,False,False,False,False,False,False,False,False,False,False
14779,545945,2011-03-08 12:07:00,16710,False,122.61,22777,1,8.5,8.5,False,False,False,False,False,False,False,False,False,True,False
14780,545945,2011-03-08 12:07:00,16710,False,122.61,22999,4,0.42,1.68,False,False,False,False,False,False,False,False,False,False,False
14781,545945,2011-03-08 12:07:00,16710,False,122.61,23006,3,0.42,1.26,False,False,False,False,False,False,False,False,False,False,False
14782,545945,2011-03-08 12:07:00,16710,False,122.61,22998,4,0.42,1.68,False,False,False,False,False,False,False,False,False,False,False
14783,545945,2011-03-08 12:07:00,16710,False,122.61,23000,3,0.42,1.26,False,False,False,False,False,False,False,False,False,False,False
14784,545945,2011-03-08 12:07:00,16710,False,122.61,22996,4,0.42,1.68,False,False,False,False,False,False,False,False,False,False,False
14785,545945,2011-03-08 12:07:00,16710,False,122.61,22988,12,1.25,15.0,False,False,False,False,False,False,False,False,False,False,False
14786,545945,2011-03-08 12:07:00,16710,False,122.61,84683,5,1.25,6.25,False,False,False,False,False,False,False,False,False,False,False
14787,545945,2011-03-08 12:07:00,16710,False,122.61,22697,3,2.95,8.850000000000001,False,False,False,False,False,False,False,False,False,False,False
14788,545945,2011-03-08 12:07:00,16710,False,122.61,22699,3,2.95,8.850000000000001,False,False,False,False,False,False,False,False,False,False,False
14789,545945,2011-03-08 12:07:00,16710,False,122.61,21531,3,2.55,7.649999999999999,False,False,False,False,False,False,False,False,False,False,False
14790,545945,2011-03-08 12:07:00,16710,False,122.61,21535,2,2.55,5.1,False,False,False,False,False,False,False,False,False,False,False
14791,545978,2011-03-08 12:19:00,13975,False,678.76,47590A,1,5.45,5.45,False,False,False,False,False,False,False,False,False,False,False
14792,545978,2011-03-08 12:19:00,13975,False,678.76,47590B,1,5.45,5.45,False,False,False,False,False,False,False,False,False,False,False
